тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
TOTAL;2201260;Загальнодержавні заходи у сфері освіти;1627260000;1539122509.6;;;;1478201862.73;;;96.04
TOTAL;2201280;Підготовка кадрів Київським національним університетом імені Тараса Шевченка;2446966400;2611562276.87;;;;2523773060.18;;;96.63
TOTAL;2201300;Забезпечення діяльності Національного фонду досліджень, грантова підтримка наукових досліджень і науково-технічних (експериментальних) розробок;663385400;663508400;;;;621743465.43;;;93.7
TOTAL;2201310;Фізична і спортивна підготовка учнівської та студентської молоді;259336600;262229995.67;;;;257964371.13;;;98.37
TOTAL;2201380;Виконання зобов'язань України у сфері міжнародного науково-технічного та освітнього співробітництва, участь у рамковій програмі Європейського Союзу з досліджень та інновацій;291945900;292212900;;;;121272104.04;;;41.5
TOTAL;2201390;Підтримка пріоритетних напрямів наукових досліджень і науково-технічних (експериментальних) розробок у закладах вищої освіти;118225000;118225000;;;;114839087.39;;;97.13
TOTAL;2201410;"Наукова і науково-технічна діяльність  на антарктичній станції ""Академік Вернадський""";557611800;568438221.46;;;;563366808.68;;;99.1
TOTAL;2201420;Підготовка кадрів закладами фахової передвищої освіти;5919830800;6717587096.73;;;;6233036446.88;;;92.78
TOTAL;2201470;Здійснення зовнішнього оцінювання та моніторинг якості освіти Українським центром оцінювання якості освіти та його регіональними підрозділами;327591700;353272047.89;;;;345084817.45;;;97.68
TOTAL;2201610;Вища освіта, енергоефективність та сталий розвиток;1357713300;1357713300;;;;305593045.2;;;22.5
TOTAL;2201620;Створення Центрів професійної досконалості;300000000;300000000;;;;0;;;0
TOTAL;2201680;Удосконалення вищої освіти в Україні заради результатів;1825589700;1825589700;;;;101432814.2;;;5.55
TOTAL;2201700;Надання компенсації об'єктам державної та приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;59539186;;;;56818023.34;;;95.42
TOTAL;2203000;Державна служба якості освіти;175529700;175529700;;;;171476784.11;;;97.69
TOTAL;2203010;Керівництво та управління у сфері забезпечення якості освіти;165869000;165869000;;;;163662303.98;;;98.66
TOTAL;2203020;Здійснення сертифікації педагогічних працівників, експертизи та акредитації освітніх програм у сфері забезпечення якості освіти;9660700;9660700;;;;7814480.13;;;80.88
TOTAL;2207000;Національна комісія зі стандартів державної мови;44322100;44322100;;;;38027709.05;;;85.79
TOTAL;2207010;Керівництво та управління у сфері стандартів державної мови;44322100;44322100;;;;38027709.05;;;85.79
TOTAL;2210000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);112466910300;116338415250;;;;113713007517.6;;;97.74
TOTAL;2211000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);112466910300;116338415250;;;;113713007517.6;;;97.74
TOTAL;2211190;Освітня субвенція з державного бюджету місцевим бюджетам;103162315000;104182693500;;;;104182693500;;;100
TOTAL;2211210;Субвенція з державного бюджету місцевим бюджетам на створення навчально-практичних центрів сучасної професійної (професійно-технічної) освіти;500000000;549176300;;;;522075376.03;;;95.06
TOTAL;2211220;Субвенція з державного бюджету місцевим бюджетам на надання державної підтримки особам з особливими освітніми потребами;304595300;304595300;;;;304595300;;;100
TOTAL;2211230;Субвенція з державного бюджету місцевим бюджетам на забезпечення якісної, сучасної та доступної загальної середньої освіти «Нова українська школа»;1500000000;1386216900;;;;1292179261.72;;;93.21
TOTAL;2211310;Субвенція з державного бюджету місцевим бюджетам на облаштування безпечних умов у закладах, що надають загальну середню освіту;2500000000;2369420500;;;;1285374119;;;54.24
TOTAL;2211320;Субвенція з державного бюджету місцевим бюджетам на придбання шкільних автобусів;1000000000;1000000000;;;;993972041.24;;;99.39
TOTAL;2211330;Субвенція з державного бюджету місцевим бюджетам на придбання обладнання, створення та модернізацію (проведення реконструкції та капітального ремонту) їдалень (харчоблоків) закладів загальної середньої освіти;1500000000;1310045400;;;;829606946.69;;;63.32
TOTAL;2211340;Субвенція з державного бюджету місцевим бюджетам на відновлення роботи комунальних закладів освіти, що пошкоджені/знищені внаслідок бойових дій;0;82266304;;;;82266304;;;100
TOTAL;2211350;Субвенція з державного бюджету місцевим бюджетам на задоволення потреб у забезпеченні безпечного освітнього середовища;0;243201046;;;;243001890.44;;;99.91
TOTAL;2211360;Субвенція з державного бюджету місцевим бюджетам на забезпечення харчуванням учнів закладів загальної середньої освіти;2000000000;4836171000;;;;3902613778.48;;;80.69
TOTAL;2211380;Субвенція з державного бюджету місцевим бюджетам на покращення якості гарячого харчування учнів початкових класів закладів загальної середньої освіти;0;74629000;;;;74629000;;;100
TOTAL;2300000;Міністерство охорони здоров'я України;200587035600;211819018130;;;;197316786431.45;;;93.15
TOTAL;2301000;Апарат Міністерства охорони здоров'я України;41472298800;51416571599.3;;;;39519128195.01;;;76.86
TOTAL;2301010;Керівництво та управління у сфері охорони здоров'я;165804000;237874728.24;;;;235465323.76;;;98.98
TOTAL;2301020;Наукова і науково-технічна діяльність у сфері охорони здоров'я;175122300;218006565.03;;;;180651903.36;;;82.86
TOTAL;2301040;Громадське здоров'я та заходи боротьби з епідеміями;4925665100;10131873068.14;;;;9886196405.76;;;97.57
TOTAL;2301060;Медична допомога та соціальна реабілітація військовослужбовців у Клінічній лікарні “Феофанія”;827668000;1068645800;;;;974678065.2;;;91.2
TOTAL;2301070;Підготовка і підвищення кваліфікації кадрів у сфері охорони здоров’я, підготовка наукових та науково-педагогічних кадрів закладами фахової передвищої та вищої освіти, підвищення кваліфікації кадрів науковими установами;6825112900;8619026718.33;;;;5556436284.2;;;64.46
TOTAL;2301090;Загальнодержавні заклади та заходи у сфері медичної освіти;138985700;138991593.59;;;;13662431.72;;;9.82
TOTAL;2301110;Спеціалізована медична допомога, що надається загальнодержавними закладами охорони здоров’я;2137781600;2773858520.02;;;;2623609637.5;;;94.58
TOTAL;2301170;Спеціалізована медична допомога, що надається закладами охорони здоров’я наукових установ та закладів вищої освіти;3540321600;4418948280.5;;;;4342474458.51;;;98.26
TOTAL;2301180;Медична допомога, що надається санаторно-курортними закладами;781084200;554959517.53;;;;431201427.73;;;77.69
TOTAL;2301200;Спеціалізована медична допомога, що надається в амбулаторних умовах закладами охорони здоров’я наукових установ та закладів вищої освіти, а також загальнодержавними закладами охорони здоров’я;373524000;391191509.34;;;;380904559.02;;;97.37
TOTAL;2301350;Організація і регулювання діяльності установ та окремі заходи у системі охорони здоров'я;1666877700;1793880154.11;;;;1397901521.82;;;77.92
TOTAL;2301400;Забезпечення медичних заходів окремих державних програм та комплексних заходів програмного характеру;12105954900;12464894010;;;;10415270473.48;;;83.55
TOTAL;2301410;Функціонування Національної наукової медичної бібліотеки, збереження та популяризація історії медицини;58016800;63902939.47;;;;60926415.89;;;95.34
TOTAL;2301420;Медичні заходи за рахунок коштів, отриманих на рахунок у Національному банку України для задоволення потреб охорони здоров'я;0;527921031;;;;419766974.44;;;79.51
TOTAL;2301560;Пілотний проект щодо зубопротезування та надання планової стоматологічної допомоги окремим категоріям осіб, які захищали незалежність, суверенітет та територіальну цілісність України;1749367200;552600000;;;;127079922.6;;;22.99
TOTAL;2301610;Поліпшення охорони здоров'я на службі у людей;1714787900;1931430000;;;;1746312073.54;;;90.41
TOTAL;2301630;Відновлення і розвиток стійкої національної моделі медичної галузі України;2828655000;3955112900;;;;636485017.14;;;16.09
TOTAL;2301640;Будівництво та модернізація закладів охорони здоров’я;1457569900;1457569900;;;;0;;;0
TOTAL;2301700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;15884364;;;;15884220.34;;;99.99
TOTAL;2301710;"Проведення невідкладних (першочергових) робіт з відновлення зруйнованих (пошкоджених) будівель Національної дитячої спеціалізованої лікарні ""Охматдит"" та державної установи ""Науково-практичний медичний центр дитячої кардіології та кардіохірургії Міністерства охорони здоров’я України""";0;100000000;;;;74221079;;;74.22
TOTAL;2307000;Державна служба з лікарських засобів та контролю за наркотиками;181625600;182208681.34;;;;181202345.05;;;99.44
TOTAL;2307010;Керівництво та управління у сфері лікарських засобів та контролю за наркотиками;181625600;182208681.34;;;;181202345.05;;;99.44
TOTAL;2308000;Національна служба здоров’я України;158933111200;160220237849.36;;;;157616455891.39;;;98.37
TOTAL;2308010;Керівництво та управління у сфері державних фінансових гарантій медичного обслуговування населення;180964700;271324149.36;;;;268581629.67;;;98.98
TOTAL;2308060;Реалізація програми державних гарантій медичного обслуговування населення;158752146500;159948913700;;;;157347874261.72;;;98.37
TOTAL;2310000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);2771189300;3095460160;;;;2748450247.07;;;88.78
TOTAL;2311000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);2771189300;3095460160;;;;2748450247.07;;;88.78
TOTAL;2311070;Субвенція з державного бюджету бюджету Славутицької міської територіальної громади на реалізацію проекту «Реконструкція покрівлі будівлі головного корпусу «Славутицька міська лікарня» СМР за адресою: Київська обл., м. Славутич, вул. Збройних Сил України, буд. 7» (Коригування)»;0;16334356;;;;16334356;;;100
TOTAL;2311200;"Субвенція з державного бюджету бюджету Великодимерської селищної територіальної громади на реалізацію проекту ""Капітальний ремонт медамбулаторії по вул. Богдана Хмельницького в с. Богданівка Броварського району Київської області (коригування)""";0;16000000;;;;16000000;;;100
TOTAL;2311210;"Субвенція з державного бюджету бюджету Чугуївської міської територіальної громади на реалізацію проекту ""Поточний ремонт по відновленню приміщень та покрівлі КНП ""Чугуївська центральна лікарня ім. М. І. Кононенка"" за адресою Харківська обл. м. Чугуїв вул. Гвардійська 52""";0;16780882;;;;16780882;;;100
TOTAL;2311490;"Субвенція з державного бюджету районному бюджету Чернігівського району на виконання робіт з капітального ремонту будівлі поліклініки комунального некомерційного підприємства ""Чернігівська центральна районна лікарня"" Чернігівської районної ради Чернігівської області по вул. Шевченка, 114, у м. Чернігові";0;23648822;;;;21373560.07;;;90.37
TOTAL;2311500;Субвенція з державного бюджету місцевим бюджетам на здійснення підтримки окремих закладів та заходів у системі охорони здоров’я;1734024500;1985531300;;;;1917664831.91;;;96.58
TOTAL;2311590;Субвенція з державного бюджету місцевим бюджетам на облаштування безпечних умов у закладах охорони здоров'я;1000000000;1000000000;;;;727799081.13;;;72.77
TOTAL;2311600;"Субвенція з державного бюджету місцевим бюджетам на реформування регіональних систем охорони здоров’я для здійснення заходів з виконання спільного з Міжнародним банком реконструкції та розвитку проекту ""Поліпшення охорони здоров'я на службі у людей""";37164800;37164800;;;;32497535.96;;;87.44
TOTAL;2400000;Міністерство енергетики України;5096963100;12372155252.31;;;;5777289695.24;;;46.69
TOTAL;2401000;Апарат Міністерства енергетики України;4861661100;12127801725.31;;;;5535096099.36;;;45.63
TOTAL;2401010;Загальне керівництво та управління у сфері енергетики;217342600;289981275.31;;;;287647388.39;;;99.19
TOTAL;2401040;Наукова і науково-технічна діяльність у сфері енергетики;320800;320800;;;;320000;;;99.75
TOTAL;2401070;Заходи з ліквідації неперспективних вугледобувних підприємств;502899900;502899900;;;;272169216.45;;;54.11
TOTAL;2401100;Гірничорятувальні заходи на вугледобувних підприємствах;275400000;275400000;;;;273563726.01;;;99.33
TOTAL;2401140;Фізичний захист ядерних установок та ядерних матеріалів;70842000;70842000;;;;70840999.96;;;99.99
TOTAL;2401300;Придбання Міністерством енергетики України облігацій внутрішньої державної позики відповідно до статті 9 Закону України «Про впорядкування питань, пов’язаних із забезпеченням ядерної безпеки»;792145100;792145100;;;;0;;;0
TOTAL;2401370;Відновлення та розвиток енергетичної інфраструктури;0;7167800300;;;;1634591731.84;;;22.8
TOTAL;2401590;Реструктуризація вугільної галузі;2995867500;2995867500;;;;2975167064.31;;;99.3
TOTAL;2401630;Впровадження Програми реформування та розвитку енергетичного сектора;6843200;27355700;;;;15606822.4;;;57.05
TOTAL;2401700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;5189150;;;;5189150;;;100
TOTAL;2403000;Державна інспекція енергетичного нагляду України;235302000;244353527;;;;242193595.88;;;99.11
TOTAL;2403010;Керівництво та управління у сфері енергетичного нагляду;235302000;244353527;;;;242193595.88;;;99.11
TOTAL;2500000;Міністерство соціальної політики України;461704798300;461851661343.81;;;;450673936349.75;;;97.57
TOTAL;2501000;Апарат Міністерства соціальної політики України;136836815700;136942654837.98;;;;130794088423.03;;;95.51
TOTAL;2501010;Керівництво та управління у сфері соціальної політики;232297500;337995614.98;;;;313560859;;;92.77
TOTAL;2501060;Підвищення кваліфікації фахівців із соціальної роботи та інших працівників системи соціального захисту;694000;694000;;;;621075.69;;;89.49
TOTAL;2501090;Створення і програмно-технічне забезпечення системи інформаційно-аналітичної підтримки, інформаційно-методичне забезпечення та виготовлення бланків посвідчень і нагрудних знаків для системи соціального захисту;70697800;70697800;;;;69370863.78;;;98.12
TOTAL;2501240;Здійснення страхових виплат медичним працівникам закладів охорони здоров’я та членам їх сімей внаслідок захворювання коронавірусною хворобою COVID-19, спричиненою коронавірусом SARS-CoV-2, та її наслідками;39059800;39059800;;;;13368000;;;34.22
TOTAL;2501250;Виплата особам, які мають особливі та особливі трудові заслуги перед Батьківщиною або за роботу в спеціальних умовах;1703900400;1703900400;;;;1352262003.26;;;79.36
TOTAL;2501290;Забезпечення виконання рішень суду;100000000;100000000;;;;99903136.7;;;99.9
TOTAL;2501370;Розвиток системи соціальних послуг;1131065300;1131065300;;;;260458940.67;;;23.02
TOTAL;2501400;Соціальний захист дітей та сім’ї;25327455000;25327455000;;;;23367462210.5;;;92.26
TOTAL;2501450;"Оздоровлення і відпочинок дітей, які потребують особливої уваги і підтримки, в дитячих оздоровчих таборах МДЦ ""Артек"", ДЦ ""Молода гвардія"" і в дитячих закладах, що містяться в Державному реєстрі майнових об’єктів оздоровлення та відпочинку дітей";316518500;316518500;;;;253190789.34;;;79.99
TOTAL;2501530;Соціальний захист громадян, які потрапили у складні життєві обставини;88708333500;88708333500;;;;88016943273.81;;;99.22
TOTAL;2501540;Підтримка малозабезпечених сімей;17871969400;17871969400;;;;16987359790.58;;;95.05
TOTAL;2501570;Виплата матеріальної допомоги військовослужбовцям, звільненим з військової строкової служби;67322100;67322100;;;;32114715.55;;;47.7
TOTAL;2501630;Модернізація системи соціальної підтримки населення України;1267502400;1267502400;;;;27336184.15;;;2.15
TOTAL;2501700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;141023;;;;136580;;;96.84
TOTAL;2504000;Державна служба України у справах дітей;44900800;46501648;;;;26350787.83;;;56.66
TOTAL;2504010;Керівництво та управління у сфері усиновлення та захисту прав дітей;44900800;46501648;;;;26350787.83;;;56.66
TOTAL;2506000;Пенсійний фонд України;317767649200;317767649200;;;;314290463920.64;;;98.9
TOTAL;2506080;Фінансове забезпечення виплати пенсій, надбавок та підвищень до пенсій, призначених за пенсійними програмами, та дефіциту коштів Пенсійного фонду;271859374500;274692374500;;;;274692374500;;;100
TOTAL;2506110;Виплата житлових субсидій та пільг громадянам на оплату житлово-комунальних послуг, придбання твердого та рідкого пічного побутового палива і скрапленого газу;45908274700;43075274700;;;;39598089420.64;;;91.92
TOTAL;2507000;Фонд соціального захисту осіб з інвалідністю;6904132800;6934576528.71;;;;5414370831.47;;;78.07
TOTAL;2507040;Забезпечення діяльності Фонду соціального захисту осіб з інвалідністю;201026100;202346479.34;;;;193211350.37;;;95.48
TOTAL;2507110;Соціальний захист осіб з інвалідністю;6703106700;6732230049.37;;;;5221159481.1;;;77.55
TOTAL;2509000;Національна соціальна сервісна служба України;151299800;160279129.12;;;;148662386.78;;;92.75
TOTAL;2509010;Керівництво та управління у сфері реалізації політики щодо соціального захисту населення;151299800;160279129.12;;;;148662386.78;;;92.75
TOTAL;2510000;Міністерство соціальної політики України (загальнодержавні видатки та кредитування);775559700;775559700;;;;501415961.5;;;64.65
TOTAL;2511000;Міністерство соціальної політики України (загальнодержавні видатки та кредитування);775559700;775559700;;;;501415961.5;;;64.65
TOTAL;2511180;Субвенція з державного бюджету місцевим бюджетам на проектні, будівельно-ремонтні роботи, придбання житла та приміщень для розвитку сімейних та інших форм виховання, наближених до сімейних, підтримку малих групових будинків та забезпечення житлом дітей-сиріт, дітей, позбавлених батьківського піклування, осіб з їх числа;575321600;575321600;;;;325896178.95;;;56.64
TOTAL;2511240;Субвенція з державного бюджету місцевим бюджетам на створення мережі спеціалізованих служб підтримки осіб, які постраждали від домашнього насильства та/або насильства за ознакою статі;200238100;200238100;;;;175519782.55;;;87.65
TOTAL;2600000;Міністерство з питань стратегічних галузей промисловості України;40016128300;40038666185;;;;40002072869.68;;;99.9
TOTAL;2601000;Апарат Міністерства з питань стратегічних галузей промисловості України;40016128300;40038666185;;;;40002072869.68;;;99.9
TOTAL;2601010;Керівництво та управління у сфері стратегічних галузей промисловості;198033600;220571485;;;;203460052.74;;;92.24
TOTAL;2601030;Виконання державних цільових програм реформування та розвитку оборонно-промислового комплексу, розроблення, освоєння і впровадження нових технологій, нарощування наявних виробничих потужностей для виготовлення продукції оборонного призначення;39554674700;39554674700;;;;39535192816.94;;;99.95
TOTAL;2601040;Відшкодування відсотків за кредитами, які надаються підприємствам оборонно-промислового комплексу, які беруть участь у виконанні заходів державних цільових програм, пов'язаних із розвитком оборонно-промислового комплексу;263420000;263420000;;;;263420000;;;100
TOTAL;2700000;Міністерство захисту довкілля та природних ресурсів України;8872511600;9425795441.96;;;;8756054747.56;;;92.89
TOTAL;2701000;Апарат Міністерства захисту довкілля та природних ресурсів України;1338965100;1493874128.44;;;;1450752417.59;;;97.11
TOTAL;2701010;Загальне керівництво та управління у сфері захисту довкілля та природних ресурсів;187025000;215493786.33;;;;209310079.1;;;97.13
TOTAL;2701040;Наукова і науково-технічна діяльність у сфері захисту довкілля та природних ресурсів;58027700;63129527.01;;;;58908937.39;;;93.31
TOTAL;2701090;Підвищення кваліфікації та перепідготовка кадрів у сфері екології, природних ресурсів та водного господарства, підготовка наукових та науково-педагогічних кадрів;52987400;48784771.64;;;;46603990.87;;;95.52
TOTAL;2701160;Збереження природно-заповідного фонду;951411600;1137296591.46;;;;1111053952.67;;;97.69
TOTAL;2701270;Здійснення природоохоронних заходів, зокрема з покращення стану довкілля;75059800;14400000;;;;11110855.41;;;77.15
TOTAL;2701520;Забезпечення діяльності Національного центру обліку викидів парникових газів;11152200;11468052;;;;11463437.75;;;99.95
TOTAL;2701530;Державна підтримка заходів, спрямованих на зменшення обсягів викидів (збільшення абсорбції) парникових газів, у тому числі на утеплення приміщень закладів соціального забезпечення, розвиток міжнародного співробітництва з питань зміни клімату;1000000;1000000;;;;0;;;0
TOTAL;2701560;Забезпечення діяльності Національної комісії з радіаційного захисту населення України;2301400;2301400;;;;2301164.4;;;99.98
TOTAL;2704000;Державна служба геології та надр України;116769800;116769800;;;;114069701.2;;;97.68
TOTAL;2704010;Керівництво та управління у сфері геологічного вивчення та використання надр;116769800;116769800;;;;114069701.2;;;97.68
TOTAL;2705000;Державна екологічна інспекція України;569470900;571991737.12;;;;531310075.5;;;92.88
TOTAL;2705010;Керівництво та управління у сфері екологічного контролю;569470900;571991737.12;;;;531310075.5;;;92.88
TOTAL;2707000;Державне агентство водних ресурсів України;3941758900;4141678181.26;;;;3815896427.6;;;92.13
TOTAL;2707010;Керівництво та управління у сфері водного господарства;60339000;60339000;;;;54292620.7;;;89.97
TOTAL;2707050;Експлуатація державного водогосподарського комплексу та управління водними ресурсами;3739419900;3464560931.26;;;;3265390318.31;;;94.25
TOTAL;2707070;Захист від шкідливої дії вод сільських населених пунктів та сільськогосподарських угідь, в тому числі в басейні р. Тиса у Закарпатській області;112000000;229906850;;;;114849533.39;;;49.95
TOTAL;2707090;Першочергове забезпечення сільських населених пунктів централізованим водопостачанням;30000000;30000000;;;;24492555.2;;;81.64
TOTAL;2707700;Здійснення заходів, пов’язаних з подачею поверхневих вод каналом Дніпро — Інгулець, для стабільного забезпечення питною водою населення м. Миколаєва;0;356871400;;;;356871400;;;100
TOTAL;2708000;Державне агентство України з управління зоною відчуження;2486203200;2513358361.77;;;;2310670613.72;;;91.93
TOTAL;2708010;Керівництво та управління діяльністю у зоні відчуження;26604800;26604800;;;;26427918.6;;;99.33
TOTAL;2708070;Радіологічний захист населення та екологічне оздоровлення території, що зазнала радіоактивного забруднення;5478100;5478100;;;;5452621.51;;;99.53
TOTAL;2708080;Збереження етнокультурної спадщини регіонів, постраждалих від наслідків Чорнобильської катастрофи;9494600;9814501.52;;;;9627792.01;;;98.09
TOTAL;2708090;"Виконання робіт у сфері поводження з радіоактивними відходами неядерного циклу, будівництво комплексу ""Вектор"" та експлуатація його об'єктів";632150100;632150100;;;;430162537.51;;;68.04
TOTAL;2708110;Підтримка екологічно безпечного стану у зонах відчуження і безумовного (обов'язкового) відселення;433996100;439769960.25;;;;439458867.79;;;99.92
TOTAL;2708120;"Підтримка у безпечному стані  блоків та об'єкта ""Укриття"" та заходи щодо зняття з експлуатації Чорнобильської АЕС";1378479500;1399540900;;;;1399540876.3;;;99.99
TOTAL;2709000;Державне агентство лісових ресурсів України;419343700;588123233.37;;;;533355511.95;;;90.68
TOTAL;2709010;Керівництво та управління у сфері лісового господарства;134959300;130293550;;;;127844932.39;;;98.12
TOTAL;2709060;Ведення лісового і мисливського господарства, охорона і захист лісів в лісовому фонді;284384400;457829683.37;;;;405510579.56;;;88.57
TOTAL;2800000;Міністерство аграрної політики та продовольства України;4942559900;9998746663.37;;;;9114258223.13;;;91.15
TOTAL;2801000;Апарат Міністерства аграрної політики та продовольства України;1552842400;6124324467.64;;;;5868089288.93;;;95.81
TOTAL;2801010;Керівництво та управління у сфері агропромислового комплексу;178110800;192434736.75;;;;189887680.73;;;98.67
TOTAL;2801050;Наукова і науково-технічна діяльність у сфері розвитку агропромислового комплексу,  стандартизації та сертифікації сільськогосподарської продукції;122212000;362686392.96;;;;346980264.34;;;95.66
TOTAL;2801130;Підвищення кваліфікації фахівців агропромислового комплексу;34505300;40501794.81;;;;36385482.36;;;89.83
TOTAL;2801200;Створення та функціонування Групи управління Проектом «Екстрений проект надання інклюзивної підтримки для відновлення сільського господарства України (ARISE)» при Мінагрополітики;0;17704500;;;;0;;;0
TOTAL;2801250;Витрати Аграрного фонду пов'язані з комплексом заходів із  зберігання, перевезення, переробки та експортом об'єктів державного цінового регулювання державного інтервенційного фонду;3523200;3523200;;;;0;;;0
TOTAL;2801310;Організація і регулювання діяльності установ в системі агропромислового комплексу;209664400;470128173.12;;;;459111417.37;;;97.65
TOTAL;2801380;Формування статутного капіталу Фонду часткового гарантування кредитів в сільському господарстві;0;443630000;;;;438017000;;;98.73
TOTAL;2801410;Виконання рішень суду;1000000;1000000;;;;850000;;;85
TOTAL;2801500;Підтримка фермерських господарств та інших виробників сільськогосподарської продукції;796000000;2798440000;;;;2778367584.35;;;99.28
TOTAL;2801570;Організація та функціонування Аграрного фонду;2826700;0;;;;0;;;
TOTAL;2801580;Фінансова підтримка сільгосптоваровиробників;205000000;208416000;;;;44208383.78;;;21.21
TOTAL;2801700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;109170;;;;109170;;;100
TOTAL;2801710;Забезпечення виплати бюджетних субсидій з розрахунку на одиницю оброблюваних угідь сільськогосподарським товаровиробникам, які провадять господарську діяльність на територіях, включених до переліку територій, на яких ведуться (велися) бойові дії або тимчасово окупованих Російською Федерацією, та для яких не визначена дата завершення бойових дій (припинення можливості бойових дій);0;1585750500;;;;1574172306;;;99.26
TOTAL;2803000;Державна служба України з питань геодезії, картографії та кадастру;1652526900;1708696635.8;;;;1514298383.14;;;88.62
TOTAL;2803010;Керівництво та управління у сфері геодезії, картографії та кадастру;1460011900;1500341235.8;;;;1341473996.31;;;89.41
TOTAL;2803020;Проведення земельної реформи;80760300;96600700;;;;88048686.29;;;91.14
TOTAL;2803030;Загальнодержавні топографо-геодезичні та картографічні роботи, демаркація та делімітація державного кордону;95754700;95754700;;;;74535681.14;;;77.84
TOTAL;2803620;Проведення інвентаризації земель та оновлення картографічної основи Державного земельного кадастру;16000000;16000000;;;;10240019.4;;;64
TOTAL;2804000;Державне агентство розвитку меліорації, рибного господарства та продовольчих програм;1737190600;2165725559.93;;;;1731870551.06;;;79.96
TOTAL;2804010;Керівництво та управління у сфері розвитку меліорації, рибного господарства та продовольчих програм;446521400;461911467.06;;;;432640489.11;;;93.66
TOTAL;2804020;Організація діяльності рибовідтворювальних комплексів та інших бюджетних установ  у сфері рибного господарства;121007900;87277500;;;;40418389.68;;;46.31
TOTAL;2804030;Наукова і науково-технічна діяльність у сфері рибного господарства;1863000;19288141;;;;18610228.2;;;96.48
TOTAL;2804090;Міжнародна діяльність у галузі рибного  господарства;4300000;4300000;;;;666.09;;;0.01
TOTAL;2804120;Експлуатація державного водогосподарсько-меліоративного комплексу;1163498300;1512450251.87;;;;1240200777.98;;;81.99
TOTAL;2804130;Забезпечення заходів з надання гуманітарної допомоги державам Африки та Азії;0;80498200;;;;0;;;0
TOTAL;2900000;Міністерство цифрової трансформації України;2330092900;2580199627;;;;2564539481.78;;;99.39
TOTAL;2901000;Апарат Міністерства цифрової трансформації України;2330092900;2580199627;;;;2564539481.78;;;99.39
TOTAL;2901010;Керівництво та управління у сфері цифрової трансформації;223380700;223381398;;;;211605937.43;;;94.72
TOTAL;2901030;Електронне урядування;606712200;856818229;;;;852933544.35;;;99.54
TOTAL;2901060;Забезпечення функціонування Фонду розвитку інновацій;1500000000;1500000000;;;;1500000000;;;100
TOTAL;2910000;Міністерство цифрової трансформації України (загальнодержавні видатки та кредитування);128777000;0;;;;0;;;
TOTAL;2911000;Міністерство цифрової трансформації України (загальнодержавні видатки та кредитування);128777000;0;;;;0;;;
TOTAL;2911040;Національна програма інформатизації;128777000;0;;;;0;;;
TOTAL;3100000;Міністерство розвитку громад, територій та інфраструктури України;3414296500;16107393446.68;;;;12211313279.94;;;75.81
TOTAL;3101000;Апарат Міністерства розвитку громад, територій та інфраструктури України;2429968900;14973502065.34;;;;11178634450.61;;;74.65
TOTAL;3101010;Загальне керівництво та управління у сфері розвитку громад, територій та інфраструктури;429611700;576457108.74;;;;558811622.82;;;96.93
TOTAL;3101030;Наукова і науково-технічна діяльність у сфері будівництва, житлової політики, житлово-комунального господарства та регіонального розвитку, дослідження збереження та вивчення видів флори у спеціально створених умовах;25682300;27759199.92;;;;13380491.43;;;48.2
TOTAL;3101070;Функціонування Державної наукової архітектурно-будівельної бібліотеки;11155500;11306729.68;;;;10828952.42;;;95.77
TOTAL;3101080;Надання компенсації за знищені об'єкти нерухомого майна;0;4520900000;;;;4520900000;;;100
