тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
TOTAL;2201160;Підготовка кадрів закладами вищої освіти та забезпечення діяльності їх баз практики;31061623500;35207093517.14;;;;30468542803.82;;;86.54
TOTAL;2201170;Здійснення методичного та аналітичного забезпечення діяльності закладів освіти;116260300;120268822.26;;;;114440347.84;;;95.15
TOTAL;2201190;Виплата академічних стипендій студентам (курсантам), аспірантам, докторантам закладів фахової передвищої та вищої освіти;4167106200;4451297700;;;;4448945833.2;;;99.94
TOTAL;2201250;Підвищення кваліфікації педагогічних та науково-педагогічних працівників, працівників харчової, переробної промисловості та агропромислового комплексу, медичних та фармацевтичних кадрів, керівних працівників і спеціалістів державного управління та інших осіб, які виявили бажання працювати на деокупованих територіях України;53594600;54416952.22;;;;43408480.65;;;79.77
TOTAL;2201260;Загальнодержавні заходи у сфері освіти;1548608800;1525221246.92;;;;1413325526.76;;;92.66
TOTAL;2201280;Підготовка кадрів Київським національним університетом імені Тараса Шевченка;2067681400;2335435154.8;;;;2255926288.3;;;96.59
TOTAL;2201300;Забезпечення діяльності Національного фонду досліджень, грантова підтримка наукових досліджень і науково-технічних (експериментальних) розробок;504818100;513327606.12;;;;495540417.44;;;96.53
TOTAL;2201310;Фізична і спортивна підготовка учнівської та студентської молоді;228166200;227704106.75;;;;224727569.09;;;98.69
TOTAL;2201380;Виконання зобов'язань України у сфері міжнародного науково-технічного та освітнього співробітництва, участь у рамковій програмі Європейського Союзу з досліджень та інновацій;393063300;300673291;;;;94331850.86;;;31.37
TOTAL;2201390;Підтримка пріоритетних напрямів наукових досліджень і науково-технічних (експериментальних) розробок у закладах вищої освіти;18225000;23425000;;;;23287215.15;;;99.41
TOTAL;2201410;"Наукова і науково-технічна діяльність  на антарктичній станції ""Академік Вернадський""";589611800;591883716.26;;;;590258558.67;;;99.72
TOTAL;2201420;Підготовка кадрів закладами фахової передвищої освіти;5221205000;5743064140.84;;;;5270136818.93;;;91.76
TOTAL;2201470;Здійснення зовнішнього оцінювання та моніторинг якості освіти Українським центром оцінювання якості освіти та його регіональними підрозділами;472332100;277199560.72;;;;228751784.71;;;82.52
TOTAL;2201610;Вища освіта, енергоефективність та сталий розвиток;2520000000;2520000000;;;;117538978.36;;;4.66
TOTAL;2201620;Створення Центрів професійної досконалості;1108800000;1108800000;;;;0;;;0
TOTAL;2201680;Удосконалення вищої освіти в Україні заради результатів;243720000;243720000;;;;45576299.98;;;18.7
TOTAL;2201700;Надання компенсації об'єктам державної та приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;54706573;;;;52874884.1;;;96.65
TOTAL;2203000;Державна служба якості освіти;129195700;129195700;;;;125214450.66;;;96.91
TOTAL;2203010;Керівництво та управління у сфері забезпечення якості освіти;120012400;120012400;;;;119826948.1;;;99.84
TOTAL;2203020;Здійснення сертифікації педагогічних працівників, експертизи та акредитації освітніх програм у сфері забезпечення якості освіти;9183300;9183300;;;;5387502.56;;;58.66
TOTAL;2207000;Національна комісія зі стандартів державної мови;37002100;33002100;;;;19086674.99;;;57.83
TOTAL;2207010;Керівництво та управління у сфері стандартів державної мови;37002100;33002100;;;;19086674.99;;;57.83
TOTAL;2210000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);90320104200;93587137740;;;;93093030500.73;;;99.47
TOTAL;2211000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);90320104200;93587137740;;;;93093030500.73;;;99.47
TOTAL;2211190;Освітня субвенція з державного бюджету місцевим бюджетам;87515508900;90734209253;;;;90667055100;;;99.92
TOTAL;2211220;Субвенція з державного бюджету місцевим бюджетам на надання державної підтримки особам з особливими освітніми потребами;304595300;304595300;;;;304595300;;;100
TOTAL;2211310;Субвенція з державного бюджету місцевим бюджетам на облаштування безпечних умов у закладах загальної середньої освіти;1500000000;1500000000;;;;1101426027.1;;;73.42
TOTAL;2211320;Субвенція з державного бюджету місцевим бюджетам на придбання шкільних автобусів;1000000000;1000000000;;;;971620886.63;;;97.16
TOTAL;2211340;Субвенція з державного бюджету місцевим бюджетам на відновлення роботи комунальних закладів освіти, що пошкоджені/знищені внаслідок бойових дій;0;48333187;;;;48333187;;;100
TOTAL;2300000;Міністерство охорони здоров'я України;176325698400;188949670431.19;;;;176670210748.84;;;93.5
TOTAL;2301000;Апарат Міністерства охорони здоров'я України;33295224200;46088490997.91;;;;36842864954.96;;;79.93
TOTAL;2301010;Керівництво та управління у сфері охорони здоров'я;115602100;135589521.36;;;;134167638.19;;;98.95
TOTAL;2301020;Наукова і науково-технічна діяльність у сфері охорони здоров'я;173129100;231688565.28;;;;184586722.46;;;79.67
TOTAL;2301040;Громадське здоров'я та заходи боротьби з епідеміями;3798582200;13309282935.52;;;;12991267437.87;;;97.61
TOTAL;2301070;Підготовка і підвищення кваліфікації кадрів у сфері охорони здоров'я, підготовка наукових та науково-педагогічних кадрів закладами фахової передвищої та вищої освіти;7601251400;8898985921.86;;;;5439776101.18;;;61.12
TOTAL;2301090;Загальнодержавні заклади та заходи у сфері медичної освіти;138361400;138392562.15;;;;11756422.55;;;8.49
TOTAL;2301110;Спеціалізована медична допомога, що надається загальнодержавними закладами охорони здоров’я;2053835400;2572592507.36;;;;2544401654.21;;;98.9
TOTAL;2301170;Спеціалізована медична допомога, що надається закладами охорони здоров’я наукових установ та закладів вищої освіти;2453743600;3116970342.75;;;;3032697615.36;;;97.29
TOTAL;2301180;Медична допомога, що надається санаторно-курортними закладами;730654400;553330426.6;;;;503123690.51;;;90.92
TOTAL;2301200;Спеціалізована медична допомога, що надається в амбулаторних умовах закладами охорони здоров’я наукових установ та закладів вищої освіти, а також загальнодержавними закладами охорони здоров’я;318467800;356434364.25;;;;347522695.57;;;97.49
TOTAL;2301290;Придбання медичного обладнання за рахунок гранту JICA для реалізації Програми екстреного відновлення;0;1266720000;;;;0;;;0
TOTAL;2301300;Створення біокластеру «Біологічна безпека та розвиток біотехнологічних технологій»;45000000;45000000;;;;11449313.01;;;25.44
TOTAL;2301350;Організація і регулювання діяльності установ та окремі заходи у системі охорони здоров'я;589044200;193710994.84;;;;173416827;;;89.52
TOTAL;2301360;Лікування громадян України за кордоном;495000000;0;;;;0;;;
TOTAL;2301400;Забезпечення медичних заходів окремих державних програм та комплексних заходів програмного характеру;10008108200;10515231200;;;;9392371054.14;;;89.32
TOTAL;2301410;Функціонування Національної наукової медичної бібліотеки, збереження та популяризація історії медицини;50004200;54942013.94;;;;52400356.56;;;95.37
TOTAL;2301420;Медичні заходи за рахунок коштів, отриманих на рахунок у Національному банку України для задоволення потреб охорони здоров'я;0;81113860;;;;52362720.92;;;64.55
TOTAL;2301550;Реалізація пілотного проекту щодо зміни механізму фінансового забезпечення оперативного лікування з трансплантації органів та інших анатомічних матеріалів;667703700;849556800;;;;846967626.84;;;99.69
TOTAL;2301610;Поліпшення охорони здоров'я на службі у людей;2177712500;1877712500;;;;1096604452.2;;;58.4
TOTAL;2301630;Відновлення і розвиток стійкої національної моделі медичної галузі України;532000000;532000000;;;;15813732.17;;;2.97
TOTAL;2301640;Будівництво та модернізація закладів охорони здоров’я;1347024000;1347024000;;;;0;;;0
TOTAL;2301700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;12212482;;;;12178894.22;;;99.72
TOTAL;2307000;Державна служба з лікарських засобів та контролю за наркотиками;101689200;102213010;;;;101709833.5;;;99.5
TOTAL;2307010;Керівництво та управління у сфері лікарських засобів та контролю за наркотиками;101689200;102213010;;;;101709833.5;;;99.5
TOTAL;2308000;Національна служба здоров’я України;142928785000;142758966423.28;;;;139725635960.38;;;97.87
TOTAL;2308010;Керівництво та управління у сфері державних фінансових гарантій медичного обслуговування населення;180551300;297990323.28;;;;296802537.25;;;99.6
TOTAL;2308060;Реалізація програми державних гарантій медичного обслуговування населення;142748233700;142460976100;;;;139428833423.13;;;97.87
TOTAL;2310000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);2034471400;2727694577;;;;2507226667.94;;;91.91
TOTAL;2311000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);2034471400;2727694577;;;;2507226667.94;;;91.91
TOTAL;2311230;Субвенція з державного бюджету бюджету Чернеччинської сільської територіальної громади на виконанняробіт з нового будівництва закладу охорони здоров'я по вул. Полтавській, 44, в с. Хухра Охтирського району Сумської області;0;24591277;;;;24591277;;;100
TOTAL;2311500;Субвенція з державного бюджету місцевим бюджетам на здійснення підтримки окремих закладів та заходів у системі охорони здоров’я;1571124900;2239756800;;;;2193065899.53;;;97.91
TOTAL;2311600;"Субвенція з державного бюджету місцевим бюджетам на реформування регіональних систем охорони здоров’я для здійснення заходів з виконання спільного з Міжнародним банком реконструкції та розвитку проекту ""Поліпшення охорони здоров'я на службі у людей""";463346500;463346500;;;;289569491.41;;;62.49
TOTAL;2400000;Міністерство енергетики України;5556535100;16722772377.4;;;;4033744652.5;;;24.12
TOTAL;2401000;Апарат Міністерства енергетики України;5336310700;16546428820.4;;;;3859652631.46;;;23.32
TOTAL;2401010;Загальне керівництво та управління у сфері енергетики;144372100;154074426.4;;;;153885235.05;;;99.87
TOTAL;2401040;Наукова і науково-технічна діяльність у сфері енергетики;320800;320800;;;;235500;;;73.41
TOTAL;2401070;Заходи з ліквідації неперспективних вугледобувних підприємств;502899900;502899900;;;;357501478.17;;;71.08
TOTAL;2401100;Гірничорятувальні заходи на вугледобувних підприємствах;275400000;275400000;;;;275396679.62;;;99.99
TOTAL;2401110;Надання фінансової державної підтримки суб'єктам підприємництва паливно-енергетичного комплексу;350000000;350000000;;;;0;;;0
TOTAL;2401140;Фізичний захист ядерних установок та ядерних матеріалів;70842000;70842000;;;;70839556.15;;;99.99
TOTAL;2401300;Придбання Міністерством енергетики України облігацій внутрішньої державної позики відповідно до статті 9 Закону України «Про впорядкування питань, пов’язаних із забезпеченням ядерної безпеки»;792145100;792145100;;;;0;;;0
TOTAL;2401340;Грантова підтримка відповідно до грантових угод між Японським агентством міжнародного cпівробітництва (JICA) та Урядом України на реалізацію Програми екстреного відновлення (першої та другої фаз);0;8973470000;;;;0;;;0
TOTAL;2401370;Відновлення та розвиток енергетичної інфраструктури;0;2222000000;;;;0;;;0
TOTAL;2401470;Виконання боргових зобов'язань за кредитами, залученими під державні гарантії, з метою реалізації проектів соціально-економічного розвитку;174731300;174731300;;;;169185471.39;;;96.82
TOTAL;2401590;Реструктуризація вугільної галузі;2995867500;2995867500;;;;2809684827.57;;;93.78
TOTAL;2401630;Впровадження Програми реформування та розвитку енергетичного сектора;29732000;29732000;;;;17978089.51;;;60.46
TOTAL;2401700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;4945794;;;;4945794;;;100
TOTAL;2403000;Державна інспекція енергетичного нагляду України;172379400;176343557;;;;174092021.04;;;98.72
TOTAL;2403010;Керівництво та управління у сфері енергетичного нагляду;172379400;176343557;;;;174092021.04;;;98.72
TOTAL;2406000;Державне агентство з енергоефективності та енергозбереження України;47845000;0;;;;0;;;
TOTAL;2406010;Керівництво та управління у сфері ефективного використання енергетичних ресурсів;47845000;0;;;;0;;;
TOTAL;2500000;Міністерство соціальної політики України;463411919300;463612274173.54;;;;453370452547.96;;;97.79
TOTAL;2501000;Апарат Міністерства соціальної політики України;185920219200;186032765652.15;;;;176049779759.68;;;94.63
TOTAL;2501010;Керівництво та управління у сфері соціальної політики;176503100;264344729.86;;;;240726365.49;;;91.06
TOTAL;2501060;Підвищення кваліфікації фахівців із соціальної роботи та інших працівників системи соціального захисту;694000;694000;;;;645080.75;;;92.95
TOTAL;2501090;Створення і програмно-технічне забезпечення системи інформаційно-аналітичної підтримки, інформаційно-методичне забезпечення та виготовлення бланків посвідчень і нагрудних знаків для системи соціального захисту;64963300;64963300;;;;61074314.62;;;94.01
TOTAL;2501150;Щорічна разова грошова допомога ветеранам війни і жертвам нацистських переслідувань та соціальна допомога особам, які мають особливі та особливі трудові заслуги перед Батьківщиною;1119857800;1119857800;;;;1022805147.1;;;91.33
TOTAL;2501160;Довічні державні стипендії;6051700;6051700;;;;3830881.46;;;63.3
TOTAL;2501240;Здійснення страхових виплат медичним працівникам закладів охорони здоров’я та членам їх сімей внаслідок захворювання коронавірусною хворобою COVID-19, спричиненою коронавірусом SARS-CoV-2, та її наслідками;74481000;74481000;;;;21223500;;;28.49
TOTAL;2501290;Забезпечення виконання рішень суду;24300000;24300000;;;;24253155.25;;;99.8
TOTAL;2501350;Оздоровлення і відпочинок дітей, які потребують особливої уваги та підтримки, в дитячих закладах оздоровлення та відпочинку вищої категорії, які містяться в Державному реєстрі майнових об'єктів оздоровлення та відпочинку дітей та розташовані в карпатському регіоні;150000000;150000000;;;;21710762.1;;;14.47
TOTAL;2501400;Соціальний захист дітей та сім’ї;26854407500;26558883800;;;;24233523403.74;;;91.24
TOTAL;2501450;"Оздоровлення і відпочинок дітей, які потребують особливої уваги і підтримки, в дитячих оздоровчих таборах МДЦ ""Артек"", ДЦ ""Молода гвардія"" і в дитячих закладах вищої категорії, що містяться в Державному реєстрі майнових об'єктів оздоровлення та відпочинку дітей та розташовані в карпатському регіоні";296556500;296556500;;;;130755899.66;;;44.09
TOTAL;2501470;Санаторно-курортне лікування ветеранів війни, осіб, на яких поширюється чинність законів України «Про статус ветеранів війни, гарантії їх соціального захисту», «Про жертви нацистських переслідувань» та осіб з інвалідністю;0;0;;;;2368481.81;;;
TOTAL;2501530;Соціальний захист громадян, які потрапили у складні життєві обставини;102671897400;102992087314.29;;;;102750529699.84;;;99.76
TOTAL;2501540;Підтримка малозабезпечених сімей;53450387500;53450387500;;;;47467589106.48;;;88.8
TOTAL;2501570;Виплата матеріальної допомоги військовослужбовцям, звільненим з військової строкової служби;66673900;66673900;;;;203724.62;;;0.3
TOTAL;2501630;Модернізація системи соціальної підтримки населення України;963445500;963445500;;;;68501628.76;;;7.11
TOTAL;2501700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;38608;;;;38608;;;100
TOTAL;2506000;Пенсійний фонд України;273667116300;273667116300;;;;273667116288.37;;;99.99
TOTAL;2506080;Фінансове забезпечення виплати пенсій, надбавок та підвищень до пенсій, призначених за пенсійними програмами, та дефіциту коштів Пенсійного фонду;273667116300;273667116300;;;;273667116288.37;;;99.99
TOTAL;2507000;Фонд соціального захисту осіб з інвалідністю;3703315200;3783422744.77;;;;3528231789.8;;;93.25
TOTAL;2507040;Забезпечення діяльності Фонду соціального захисту осіб з інвалідністю;144647400;145232675.38;;;;125784803.64;;;86.6
TOTAL;2507110;Соціальний захист осіб з інвалідністю;3558667800;3638190069.39;;;;3402446986.16;;;93.52
TOTAL;2509000;Національна соціальна сервісна служба України;121268600;128969476.62;;;;125324710.11;;;97.17
TOTAL;2509010;Керівництво та управління у сфері реалізації політики щодо соціального захисту населення та захисту прав дітей;121268600;128969476.62;;;;125324710.11;;;97.17
TOTAL;2510000;Міністерство соціальної політики України (загальнодержавні видатки та кредитування);185410900;185410900;;;;119156814.36;;;64.26
TOTAL;2511000;Міністерство соціальної політики України (загальнодержавні видатки та кредитування);185410900;185410900;;;;119156814.36;;;64.26
TOTAL;2511180;Субвенція з державного бюджету місцевим бюджетам на проектні, будівельно-ремонтні роботи, придбання житла та приміщень для розвитку сімейних та інших форм виховання, наближених до сімейних, підтримку малих групових будинків та забезпечення житлом дітей-сиріт, дітей, позбавлених батьківського піклування, осіб з їх числа;9970900;9970900;;;;1189837.86;;;11.93
TOTAL;2511240;Субвенція з державного бюджету місцевим бюджетам на створення мережі спеціалізованих служб підтримки осіб, які постраждали від домашнього насильства та/або насильства за ознакою статі;175440000;175440000;;;;117966976.5;;;67.24
TOTAL;2600000;Міністерство з питань стратегічних галузей промисловості України;12165885400;12215785400;;;;12007695616.79;;;98.29
TOTAL;2601000;Апарат Міністерства з питань стратегічних галузей промисловості України;12165885400;12215785400;;;;12007695616.79;;;98.29
TOTAL;2601010;Керівництво та управління у сфері стратегічних галузей промисловості;131870200;131870200;;;;130313458.99;;;98.81
TOTAL;2601030;Виконання державних цільових програм реформування та розвитку оборонно-промислового комплексу, розроблення, освоєння і впровадження нових технологій, нарощування наявних виробничих потужностей для виготовлення продукції оборонного призначення;12034015200;12034015200;;;;11870563677.8;;;98.64
TOTAL;2601700;Кошти для Міністерства з питань стратегічних галузей промисловості України;0;49900000;;;;6818480;;;13.66
TOTAL;2700000;Міністерство захисту довкілля та природних ресурсів України;10627260600;8209655648.32;;;;7114589847.06;;;86.66
TOTAL;2701000;Апарат Міністерства захисту довкілля та природних ресурсів України;1022372200;1143159787.51;;;;1013631717.71;;;88.66
TOTAL;2701010;Загальне керівництво та управління у сфері захисту довкілля та природних ресурсів;128537300;136739377.26;;;;125971192.83;;;92.12
TOTAL;2701040;Наукова і науково-технічна діяльність у сфері захисту довкілля та природних ресурсів;55327700;65138505.06;;;;57915174.33;;;88.91
TOTAL;2701090;Підвищення кваліфікації та перепідготовка кадрів у сфері екології, природних ресурсів та водного господарства, підготовка наукових та науково-педагогічних кадрів;46732600;54315599.3;;;;48749921.74;;;89.75
TOTAL;2701160;Збереження природно-заповідного фонду;668253800;769767078.89;;;;753569847.08;;;97.89
TOTAL;2701270;Здійснення природоохоронних заходів, зокрема з покращення стану довкілля;111000000;104678427;;;;15922467.41;;;15.21
TOTAL;2701520;Забезпечення діяльності Національного центру обліку викидів парникових газів;9503500;9503500;;;;9486002.84;;;99.81
TOTAL;2701530;Державна підтримка заходів, спрямованих на зменшення обсягів викидів (збільшення абсорбції) парникових газів, у тому числі на утеплення приміщень закладів соціального забезпечення, розвиток міжнародного співробітництва з питань зміни клімату;1000000;1000000;;;;0;;;0
TOTAL;2701560;Забезпечення діяльності Національної комісії з радіаційного захисту населення України;2017300;2017300;;;;2017111.48;;;99.99
TOTAL;2704000;Державна служба геології та надр України;73639200;101999200;;;;82022538.61;;;80.41
TOTAL;2704010;Керівництво та управління у сфері геологічного вивчення та використання надр;73639200;101999200;;;;82022538.61;;;80.41
TOTAL;2705000;Державна екологічна інспекція України;360184400;362923637.02;;;;354616188.74;;;97.71
TOTAL;2705010;Керівництво та управління у сфері екологічного контролю;360184400;362923637.02;;;;354616188.74;;;97.71
TOTAL;2707000;Державне агентство водних ресурсів України;5795855100;3213939062.52;;;;3120993090.17;;;97.1
TOTAL;2707010;Керівництво та управління у сфері водного господарства;34320100;34320100;;;;34198034.93;;;99.64
TOTAL;2707050;Експлуатація державного водогосподарського комплексу та управління водними ресурсами;5602835000;2765596870.52;;;;2693770624.97;;;97.4
TOTAL;2707070;Захист від шкідливої дії вод сільських населених пунктів та сільськогосподарських угідь, в тому числі в басейні р. Тиса у Закарпатській області;125700000;125700000;;;;112398514.51;;;89.41
TOTAL;2707090;Першочергове забезпечення сільських населених пунктів централізованим водопостачанням;33000000;33000000;;;;25334433.21;;;76.77
TOTAL;2707700;Здійснення заходів, пов'язаних із запобіганням виникненню надзвичайної ситуації техногенного характеру внаслідок порушення сталого забезпечення населення м. Миколаєва питною водою;0;72751800;;;;72751790.55;;;99.99
TOTAL;2707710;Здійснення заходів пов’язаних з подачею поверхневих вод каналом Дніпро — Інгулець для задоволення потреб населення Дніпропетровської і Миколаївської областей;0;182570292;;;;182539692;;;99.98
TOTAL;2708000;Державне агентство України з управління зоною відчуження;2804482600;2805852649.2;;;;2110545629.79;;;75.21
TOTAL;2708010;Керівництво та управління діяльністю у зоні відчуження;21645100;21645100;;;;21208967.08;;;97.98
TOTAL;2708070;Радіологічний захист населення та екологічне оздоровлення території, що зазнала радіоактивного забруднення;4717100;4845488.52;;;;4756842.51;;;98.17
TOTAL;2708080;Збереження етнокультурної спадщини регіонів, постраждалих від наслідків Чорнобильської катастрофи;8205400;8205400;;;;8040384.21;;;97.98
TOTAL;2708090;"Виконання робіт у сфері поводження з радіоактивними відходами неядерного циклу, будівництво комплексу ""Вектор"" та експлуатація його об'єктів";1082727000;1082727000;;;;389932326.67;;;36.01
TOTAL;2708110;Підтримка екологічно безпечного стану у зонах відчуження і безумовного (обов'язкового) відселення;428290200;429531860.68;;;;427709331.57;;;99.57
TOTAL;2708120;"Підтримка у безпечному стані  блоків та об'єкта ""Укриття"" та заходи щодо зняття з експлуатації Чорнобильської АЕС";1258897800;1258897800;;;;1258897777.75;;;99.99
TOTAL;2709000;Державне агентство лісових ресурсів України;570727100;581781312.07;;;;432780682.04;;;74.38
TOTAL;2709010;Керівництво та управління у сфері лісового господарства;123380000;118385618.7;;;;117404302.38;;;99.17
TOTAL;2709060;Ведення лісового і мисливського господарства, охорона і захист лісів в лісовому фонді;447347100;463395693.37;;;;315376379.66;;;68.05
TOTAL;2800000;Міністерство аграрної політики та продовольства України;4491542800;5069719770.13;;;;2899210071.71;;;57.18
TOTAL;2801000;Апарат Міністерства аграрної політики та продовольства України;1490194600;1601554244.1;;;;915495632.52;;;57.16
TOTAL;2801010;Керівництво та управління у сфері агропромислового комплексу;121279500;148348461.19;;;;146156435.89;;;98.52
TOTAL;2801050;Наукова і науково-технічна діяльність у сфері розвитку агропромислового комплексу,  стандартизації та сертифікації сільськогосподарської продукції;112124000;137056429.96;;;;129558535.9;;;94.52
TOTAL;2801130;Підвищення кваліфікації фахівців агропромислового комплексу;29681000;36048217.71;;;;30461485;;;84.5
TOTAL;2801250;Витрати Аграрного фонду пов'язані з комплексом заходів із  зберігання, перевезення, переробки та експортом об'єктів державного цінового регулювання державного інтервенційного фонду;105000000;105000000;;;;0;;;0
TOTAL;2801310;Організація і регулювання діяльності установ в системі агропромислового комплексу;188671100;244406512.24;;;;234506162.81;;;95.94
TOTAL;2801380;Формування статутного капіталу Фонду часткового гарантування кредитів в сільському господарстві;725686000;729686000;;;;364000000;;;49.88
TOTAL;2801570;Організація та функціонування Аграрного фонду;6753000;0;;;;0;;;
TOTAL;2801580;Фінансова підтримка сільгосптоваровиробників;201000000;201000000;;;;10804389.92;;;5.37
TOTAL;2801700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;8623;;;;8623;;;100
TOTAL;2803000;Державна служба України з питань геодезії, картографії та кадастру;969188100;985549558.87;;;;813613871.8;;;82.55
TOTAL;2803010;Керівництво та управління у сфері геодезії, картографії та кадастру;711011600;727303258.87;;;;722795125.98;;;99.38
TOTAL;2803020;Проведення земельної реформи;139421800;139491600;;;;66358834.15;;;47.57
TOTAL;2803030;Загальнодержавні топографо-геодезичні та картографічні роботи, демаркація та делімітація державного кордону;102754700;102754700;;;;15749697.99;;;15.32
TOTAL;2803620;Проведення інвентаризації земель та оновлення картографічної основи Державного земельного кадастру;16000000;16000000;;;;8710213.68;;;54.43
TOTAL;2804000;Державне агентство меліорації та рибного господарства України;2032160100;2482615967.16;;;;1170100567.39;;;47.13
TOTAL;2804010;Керівництво та управління у сфері меліорації та рибного господарства;260259100;302172771.34;;;;300881122.25;;;99.57
TOTAL;2804020;Організація діяльності рибовідтворювальних комплексів та інших бюджетних установ  у сфері рибного господарства;59429400;51161834;;;;34195369.71;;;66.83
TOTAL;2804030;Наукова і науково-технічна діяльність у сфері рибного господарства;1863000;7147700;;;;4837677.11;;;67.68
TOTAL;2804090;Міжнародна діяльність у галузі рибного  господарства;4300000;4300000;;;;3493234.63;;;81.23
TOTAL;2804120;Експлуатація державного водогосподарсько-меліоративного комплексу;1706308600;860739661.82;;;;826693163.69;;;96.04
TOTAL;2804700;Надання гуманітарної допомоги державам Африки та Азії;0;1257094000;;;;0;;;0
TOTAL;2900000;Міністерство цифрової трансформації України;597580100;729064774.39;;;;727172075.32;;;99.74
TOTAL;2901000;Апарат Міністерства цифрової трансформації України;597580100;729064774.39;;;;727172075.32;;;99.74
TOTAL;2901010;Керівництво та управління у сфері цифрової трансформації;170065900;172135667.2;;;;171144747.03;;;99.42
TOTAL;2901030;Електронне урядування;397514200;526929107.19;;;;526027328.29;;;99.82
TOTAL;2901060;Забезпечення функціонування Фонду розвитку інновацій;30000000;30000000;;;;30000000;;;100
TOTAL;3100000;Міністерство розвитку громад, територій та інфраструктури України;3656452400;20848617425.79;;;;19183641442.82;;;92.01
TOTAL;3101000;Апарат Міністерства розвитку громад, територій та інфраструктури України;2834339000;19840446359.71;;;;18284750252.25;;;92.15
TOTAL;3101010;Загальне керівництво та управління у сфері розвитку громад, територій та інфраструктури;478568400;500705646.16;;;;488655547.28;;;97.59
TOTAL;3101030;Наукова і науково-технічна діяльність у сфері будівництва, житлової політики, житлово-комунального господарства та регіонального розвитку, дослідження збереження та вивчення видів флори у спеціально створених умовах;46189700;47906264.51;;;;14394624.3;;;30.04
TOTAL;3101070;Функціонування Державної науково-технічної бібліотеки;9637100;10203249.04;;;;10074439.45;;;98.73
TOTAL;3101110;Створення містобудівного кадастру на державному рівні;47070000;47070000;;;;7717208;;;16.39
TOTAL;3101200;Надання компенсації за знищені об'єкти нерухомого майна;0;5800000000;;;;5800000000;;;100
TOTAL;3101210;Фінансове забезпечення заходів функціонування і розвитку внутрішніх водних шляхів та інфраструктури внутрішнього водного транспорту;664839500;664839500;;;;260305818.63;;;39.15
TOTAL;3101230;Здійснення заходів щодо підтримки впровадження транспортної стратегії України;1000000;295918040;;;;295900028.92;;;99.99
TOTAL;3101270;Оновлення рухомого складу для перевезення пасажирів, будівництво та реконструкція об'єктів інфраструктури суб'єктів господарювання залізничного транспорту державного сектору економіки;1144499400;4986784760;;;;4178822698.91;;;83.79
TOTAL;3101280;Підтримка регіональної політики України;1000000;1000000;;;;0;;;0
TOTAL;3101310;Забезпечення, організація та виконання літерних авіаційних рейсів повітряними суднами;299148900;299148900;;;;249411920.85;;;83.37
TOTAL;3101390;Фінансова підтримка Державного фонду сприяння молодіжному житловому будівництву;6165000;6165000;;;;6165000;;;100
TOTAL;3101400;Часткова компенсація відсоткової ставки кредитів комерційних банків молодим сім'ям та одиноким молодим громадянам на будівництво (реконструкцію) та придбання житла;7500000;7500000;;;;6094739.57;;;81.26
TOTAL;3101420;"Збільшення статутного капіталу Державної спеціалізованої фінансової установи ""Державний фонд сприяння молодіжному житловому будівництву"" з подальшим використанням на реалізацію Державної програми забезпечення молоді житлом";21000000;21000000;;;;20999999;;;99.99
TOTAL;3101450;Відновлення критично важливої логістичної інфраструктури та мережевого сполучення (RELINC), ключові залізничні сполучення;0;912204000;;;;881076944.87;;;96.58
TOTAL;3101470;Здешевлення вартості іпотечних кредитів для забезпечення доступним житлом громадян, які потребують поліпшення житлових умов;20200000;13900000;;;;13662254.72;;;98.28
TOTAL;3101500;Обслуговування рахунків, відкритих у банківських установах, у тому числі в іноземних банках, для здійснення заходів з відновлення України та ліквідації наслідків збройної агресії Російської Федерації проти України;10506000;10506000;;;;10216773.6;;;97.24
