тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
TOTAL;2201010;Загальне керівництво та управління у сфері освіти і науки;252742500;263455073.02;;;;255428846.53;;;96.95
TOTAL;2201020;Забезпечення організації роботи Національного агентства із забезпечення якості вищої освіти, Національного агентства кваліфікацій, освітнього омбудсмена;331490400;360597180.51;;;;215577557.46;;;59.78
TOTAL;2201030;Забезпечення здобуття професійної (професійно-технічної) освіти за професіями загальнодержавного значення;200000000;200000000;;;;167834165;;;83.91
TOTAL;2201070;Забезпечення діяльності Фонду Президента України з підтримки освіти, науки та спорту;32000000;32000000;;;;31998871.55;;;99.99
TOTAL;2201080;Державні премії, стипендії та гранти в галузі освіти, науки і техніки, стипендії переможцям міжнародних конкурсів;117808600;117808600;;;;106884789.14;;;90.72
TOTAL;2201100;Надання освіти закладами загальної середньої освіти державної форми власності та освітніх послуг державною установою для осіб, які перебувають у закладах охорони здоров’я;398988900;492146568.69;;;;472620569.38;;;96.03
TOTAL;2201120;Забезпечення діяльності Національного центру «Мала академія наук України», надання позашкільної освіти державними закладами позашкільної освіти, заходи з позашкільної роботи, проведення всеукраїнських та міжнародних олімпіад у сфері освіти;360939000;457254250.42;;;;419172633.04;;;91.67
TOTAL;2201130;Забезпечення здобуття професійної (професійно-технічної) освіти у закладах освіти соціальної реабілітації та адаптації державної форми власності, методичне забезпечення закладів професійної (професійно-технічної) освіти;285159000;284957174.45;;;;280345814.34;;;98.38
TOTAL;2201160;Підготовка кадрів закладами вищої освіти та забезпечення діяльності їх баз практики;36608894600;42191464073.25;;;;36606515035.46;;;86.76
TOTAL;2201170;Здійснення методичного та аналітичного забезпечення діяльності закладів освіти;152860800;216467872.38;;;;205824587.73;;;95.08
TOTAL;2201190;Виплата академічних стипендій студентам (курсантам), аспірантам, докторантам закладів фахової передвищої та вищої освіти;5248814500;4944314500;;;;4909592709.8;;;99.29
TOTAL;2201250;Надання післядипломної освіти, підвищення кваліфікації фахівців окремих галузей економіки та працівників бюджетної сфери, керівних працівників і спеціалістів державного управління та інших осіб, які виявили бажання працювати на деокупованих територіях України;73115300;46520825;;;;29754475.01;;;63.95
TOTAL;2201260;Загальнодержавні заходи у сфері освіти;1642263500;1991114346.63;;;;1807265269.68;;;90.76
TOTAL;2201270;Підвищення доступності та стійкості освіти в умовах кризи в Україні;0;797471000;;;;76012274.82;;;9.53
TOTAL;2201280;Підготовка кадрів Київським національним університетом імені Тараса Шевченка;2480445000;2755128493.01;;;;2641481941.99;;;95.87
TOTAL;2201300;Забезпечення діяльності Національного фонду досліджень, грантова підтримка наукових досліджень і науково-технічних (експериментальних) розробок;792880500;814818709.39;;;;769839625.42;;;94.47
TOTAL;2201380;Виконання зобов'язань України у сфері міжнародного науково-технічного та освітнього співробітництва, участь у рамковій програмі Європейського Союзу з досліджень та інновацій;284626700;285024700;;;;154166960.19;;;54.08
TOTAL;2201390;Підтримка пріоритетних напрямів наукових досліджень і науково-технічних (експериментальних) розробок, наукова і науково-технічна діяльність закладів вищої освіти та наукових установ;1642069100;3195250271.02;;;;2801361104.3;;;87.67
TOTAL;2201410;"Наукова і науково-технічна діяльність  на антарктичній станції ""Академік Вернадський""";557611800;582299912.6;;;;571932757.89;;;98.21
TOTAL;2201420;Підготовка кадрів закладами фахової передвищої освіти;5940412900;7137587672.44;;;;6599790207.48;;;92.46
TOTAL;2201470;Здійснення зовнішнього оцінювання та моніторинг якості освіти Українським центром оцінювання якості освіти та його регіональними підрозділами;401452200;411988310.25;;;;402548216.94;;;97.7
TOTAL;2201560;Придбання обладнання для надання освітніх послуг, видання, доставку підручників і посібників для учнів і педагогічних працівників закладів загальної середньої освіти за рахунок гранту JICA для реалізації Програми екстреного відновлення;0;646460340;;;;605538404.22;;;93.66
TOTAL;2201580;Придбання обладнання для надання освітніх послуг та агентського обслуговування за рахунок гранту JICA для реалізації Програми екстреного відновлення;0;390110000;;;;0;;;0
TOTAL;2201610;Вища освіта, енергоефективність та сталий розвиток;2905466600;2905466600;;;;277433304.01;;;9.54
TOTAL;2201620;Створення Центрів професійної досконалості;1109184000;1109184000;;;;0;;;0
TOTAL;2201680;Удосконалення вищої освіти в Україні заради результатів;1690094500;1690094500;;;;334131755.44;;;19.77
TOTAL;2201700;Надання компенсації об'єктам державної та приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;22871454;;;;21781472.46;;;95.23
TOTAL;2203000;Державна служба якості освіти;174945700;183556599.96;;;;183123942.96;;;99.76
TOTAL;2203010;Керівництво та управління у сфері забезпечення якості освіти;165285000;166285000;;;;166092654.13;;;99.88
TOTAL;2203020;Здійснення сертифікації педагогічних працівників, експертизи та акредитації освітніх програм у сфері забезпечення якості освіти;9660700;17271599.96;;;;17031288.83;;;98.6
TOTAL;2207000;Національна комісія зі стандартів державної мови;43780300;42330300;;;;42214459.54;;;99.72
TOTAL;2207010;Керівництво та управління у сфері стандартів державної мови;43780300;42330300;;;;42214459.54;;;99.72
TOTAL;2210000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);133607117500;136851550050;;;;129288538253.88;;;94.47
TOTAL;2211000;Міністерство освіти і науки України (загальнодержавні видатки та кредитування);133607117500;136851550050;;;;129288538253.88;;;94.47
TOTAL;2211080;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту «Безперешкодний доступ до якісної освіти - шкільні автобуси» за рахунок залишку коштів спеціального фонду державного бюджету, джерелом формування якого були кошти, отримані у 2024 році на рахунок для задоволення потреб освіти і науки;0;12000000;;;;11644000;;;97.03
TOTAL;2211190;Освітня субвенція з державного бюджету місцевим бюджетам;103162315000;107893528997;;;;107489759752.45;;;99.62
TOTAL;2211220;Субвенція з державного бюджету місцевим бюджетам на надання державної підтримки особам з особливими освітніми потребами;304595300;489604696;;;;487913587.48;;;99.65
TOTAL;2211230;Субвенція з державного бюджету місцевим бюджетам на забезпечення якісної, сучасної та доступної загальної середньої освіти «Нова українська школа»;150000000;150000000;;;;98899587.32;;;65.93
TOTAL;2211340;Субвенція з державного бюджету місцевим бюджетам на відновлення роботи комунальних закладів освіти, що пошкоджені/знищені внаслідок бойових дій;0;6638357;;;;6638357;;;100
TOTAL;2211350;Субвенція з державного бюджету місцевим бюджетам на задоволення потреб у забезпеченні безпечного освітнього середовища;0;46350000;;;;41171891.53;;;88.82
TOTAL;2211360;Субвенція з державного бюджету місцевим бюджетам на забезпечення харчуванням учнів закладів загальної середньої освіти;4693107200;3180907700;;;;1664744537.07;;;52.33
TOTAL;2211370;Субвенція з державного бюджету місцевим бюджетам на здійснення доплат педагогічним працівникам закладів загальної середньої освіти;11997100000;11480960600;;;;10569373474.32;;;92.06
TOTAL;2211380;Субвенція з державного бюджету місцевим бюджетам на покращення якості гарячого харчування та фінансування харчування учнів початкових класів закладів загальної середньої освіти;0;286639500;;;;282058044.98;;;98.4
TOTAL;2211390;Субвенція з державного бюджету місцевим бюджетам на придбання обладнання, інвентарю та устаткування для шкільних їдалень (харчоблоків);0;4920200;;;;4841949.59;;;98.4
TOTAL;2211800;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на модернізацію майстерень і лабораторій закладів професійної та фахової передвищої освіти, забезпечення енергоефективності, безпеки та інклюзивності освітнього простору;540000000;540000000;;;;438353070.93;;;81.17
TOTAL;2211810;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на облаштування безпечних умов у закладах, що надають загальну середню освіту (облаштування укриттів), зокрема військових (військово-морських, військово-спортивних) ліцеях, ліцеях із посиленою військово-фізичною підготовкою;6200000000;6200000000;;;;4237487314.04;;;68.34
TOTAL;2211820;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на придбання обладнання, створення та модернізацію (проведення реконструкції та капітального ремонту) їдалень (харчоблоків) закладів освіти, зокрема військових (військово-морських, військово-спортивних) ліцеїв, ліцеїв із посиленою військово-фізичною підготовкою;960000000;960000000;;;;620598061;;;64.64
TOTAL;2211830;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на безперешкодний доступ до якісної освіти - шкільні автобуси;1600000000;1600000000;;;;1538981625.32;;;96.18
TOTAL;2211840;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на облаштування безпечних умов у закладах, що надають загальну середню освіту (протипожежний захист), зокрема військових (військово-морських, військово-спортивних) ліцеях, ліцеях із посиленою військово-фізичною підготовкою;500000000;500000000;;;;198116420.49;;;39.62
TOTAL;2211850;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на забезпечення якісної, сучасної та доступної загальної середньої освіти «Нова українська школа»;2000000000;2000000000;;;;1597956580.36;;;79.89
TOTAL;2211860;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічного інвестиційного проекту на модернізацію та оновлення матеріально-технічної бази військових (військово-морських, військово-спортивних) ліцеїв, ліцеїв з посиленою військово-фізичною підготовкою;1500000000;1500000000;;;;0;;;0
TOTAL;2300000;Міністерство охорони здоров'я України;219480905600;226868925489.66;;;;214678541376.89;;;94.62
TOTAL;2301000;Апарат Міністерства охорони здоров'я України;43653695000;51015442989.64;;;;41490432342.98;;;81.32
TOTAL;2301010;Керівництво та управління у сфері охорони здоров'я;183579000;277589291.28;;;;274119522.66;;;98.75
TOTAL;2301020;Наукова і науково-технічна діяльність у сфері охорони здоров'я;166434800;214777505.14;;;;144956013.38;;;67.49
TOTAL;2301040;Громадське здоров'я та заходи боротьби з епідеміями;4373380300;7446658462.63;;;;7076270581.62;;;95.02
TOTAL;2301070;Підготовка і підвищення кваліфікації кадрів у сфері охорони здоров’я, підготовка наукових та науково-педагогічних кадрів закладами фахової передвищої та вищої освіти, підвищення кваліфікації кадрів науковими установами;6291198700;7356849584.68;;;;5058247606.64;;;68.75
TOTAL;2301090;Загальнодержавні заклади та заходи у сфері медичної освіти;148574800;148579693.59;;;;29776025.49;;;20.04
TOTAL;2301110;Спеціалізована медична допомога;5806512200;6592081374.41;;;;5047778915.63;;;76.57
TOTAL;2301180;Медична допомога, що надається санаторно-курортними закладами;632765800;413120541.42;;;;389725277.96;;;94.33
TOTAL;2301260;Медичні заходи за рахунок коштів, отриманих на рахунок у Національному банку України для задоволення потреб охорони здоров’я;0;588250322;;;;442419859.9;;;75.2
TOTAL;2301290;Придбання медичного обладнання за рахунок гранту JICA для реалізації Програми екстреного відновлення;0;1068238560;;;;1068238560;;;100
TOTAL;2301350;Організація і регулювання діяльності установ та окремі заходи у системі охорони здоров'я;1809616900;2217240590.89;;;;2135198821.21;;;96.29
TOTAL;2301400;Забезпечення медичних заходів окремих державних програм та комплексних заходів програмного характеру;14643705300;15180458051;;;;15114920733.74;;;99.56
TOTAL;2301410;Функціонування Національної наукової медичної бібліотеки, збереження та популяризація історії медицини;58343900;68197731.6;;;;63342685.95;;;92.88
TOTAL;2301430;Здійснення заходів із забезпечення житлом медичних працівників з метою заповнення вакантних посад у сільській місцевості;100000000;100000000;;;;2112000;;;2.11
TOTAL;2301530;Трансформація охорони здоров’я шляхом реформи та інвестицій в ефективність;0;206671500;;;;10361532.27;;;5.01
TOTAL;2301560;Надання окремих медичних послуг деяким категоріям осіб, які захищають / захищали незалежність, суверенітет та територіальну цілісність України;939077300;939077300;;;;851202974.05;;;90.64
TOTAL;2301610;Поліпшення охорони здоров'я на службі у людей;361452000;361452000;;;;168158789.49;;;46.52
TOTAL;2301630;Відновлення і розвиток стійкої національної моделі медичної галузі України;3444717900;3444717900;;;;935713105.29;;;27.16
TOTAL;2301650;Будівництво, модернізація та оснащення закладів охорони здоров’я;1296994900;1296994900;;;;0;;;0
TOTAL;2301700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;5181481;;;;5181478.4;;;99.99
TOTAL;2301800;Реалізація публічних інвестиційних проектів Міністерства охорони здоров'я України;3397341200;3089306200;;;;2672707859.3;;;86.51
TOTAL;2307000;Державна служба з лікарських засобів та контролю за наркотиками;181033200;178578082.17;;;;177909577.52;;;99.62
TOTAL;2307010;Керівництво та управління у сфері лікарських засобів та контролю за наркотиками;181033200;178578082.17;;;;177909577.52;;;99.62
TOTAL;2308000;Національна служба здоров’я України;175646177400;175674904417.85;;;;173010199456.39;;;98.48
TOTAL;2308010;Керівництво та управління у сфері державних фінансових гарантій медичного обслуговування населення;206331300;235058317.85;;;;232609650.39;;;98.95
TOTAL;2308060;Реалізація програми державних гарантій медичного обслуговування населення;175439846100;175439846100;;;;172777589806;;;98.48
TOTAL;2310000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);2964654400;3580025782;;;;3299595939.49;;;92.16
TOTAL;2311000;Міністерство охорони здоров'я України (загальнодержавні видатки та кредитування);2964654400;3580025782;;;;3299595939.49;;;92.16
TOTAL;2311080;Субвенція з державного бюджету районному бюджету Чернігівського району на реалізацію проекту «Капітальний ремонт приміщень трьохповерхової будівлі поліклініки комунального некомерційного підприємства «Чернігівська центральна районна лікарня» Чернігівської районної ради Чернігівської області за адресою: м. Чернігів, вул. Шевченка, 114» (Коригування)»;0;287254396;;;;287254396;;;100
TOTAL;2311090;Субвенція з державного бюджету обласному бюджету Миколаївської області на реалізацію проекту «Нове будівництво амбулаторії загальної практики сімейної медицини за адресою: Миколаївська область, Миколаївський район, село Прибузьке, вулиця Гастелло, 9 а» Коригування»;0;20081986;;;;20081985.6;;;99.99
TOTAL;2311500;Субвенція з державного бюджету місцевим бюджетам на здійснення підтримки окремих закладів та заходів у системі охорони здоров’я;1306399900;1306399900;;;;1255831381.95;;;96.12
TOTAL;2311800;Субвенція з державного бюджету місцевим бюджетам на реалізацію публічних інвестиційних проектів у сфері охорони здоров'я;1658254500;1966289500;;;;1736428175.94;;;88.3
TOTAL;2400000;Міністерство енергетики України;6795189500;30033711017.44;;;;17672344308;;;58.84
TOTAL;2401000;Апарат Міністерства енергетики України;6561219200;26980134931.59;;;;14761048013.89;;;54.71
TOTAL;2401010;Загальне керівництво та управління у сфері енергетики;230648800;266502515.59;;;;265875863.2;;;99.76
TOTAL;2401070;Заходи з ліквідації неперспективних вугледобувних підприємств;502899900;479669700;;;;316111063.17;;;65.9
TOTAL;2401100;Гірничорятувальні заходи на вугледобувних підприємствах;275400000;275400000;;;;275395399.54;;;99.99
TOTAL;2401140;Фізичний захист ядерних установок та ядерних матеріалів;73536000;73536000;;;;73536000;;;100
TOTAL;2401300;Придбання Міністерством енергетики України облігацій внутрішньої державної позики відповідно до статті 9 Закону України «Про впорядкування питань, пов’язаних із забезпеченням ядерної безпеки»;792145100;792145100;;;;0;;;0
TOTAL;2401370;Відновлення та розвиток енергетичної інфраструктури;2542158000;4477217700;;;;3087164206.26;;;68.95
TOTAL;2401510;Грантова підтримка відповідно до грантових угод між Японським агентством міжнародного співробітництва (JICA) та Урядом України на реалізацію Програми екстреного відновлення (першої, другої, третьої та четвертої фаз);0;10069369810;;;;201331180.06;;;1.99
TOTAL;2401590;Реструктуризація вугільної галузі;2128168800;2128168800;;;;2124258227.82;;;99.81
TOTAL;2401630;Впровадження Програми реформування та розвитку енергетичного сектора;16262600;16262600;;;;15513367.84;;;95.39
TOTAL;2401700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;1862706;;;;1862706;;;100
TOTAL;2401710;Імпорт та/або придбання імпортованого природного газу (без урахування пов’язаних з цим податкових зобов’язань, транспортних та інших витрат на території України) для забезпечення сталого проходження опалювального сезону 2025/26 року;0;8400000000;;;;8400000000;;;100
TOTAL;2403000;Державна інспекція енергетичного нагляду України;233970300;253342029.25;;;;252122405.95;;;99.51
TOTAL;2403010;Керівництво та управління у сфері енергетичного нагляду;233970300;253342029.25;;;;252122405.95;;;99.51
TOTAL;2408000;Державне агентство України з управління зоною відчуження;0;2800234056.6;;;;2659173888.16;;;94.96
TOTAL;2408010;Керівництво та управління діяльністю у зоні відчуження;0;31797100;;;;31210947.8;;;98.15
TOTAL;2408070;Радіологічний захист населення та екологічне оздоровлення території, що зазнала радіоактивного забруднення;0;44813600;;;;44813520.11;;;99.99
TOTAL;2408080;Збереження етнокультурної спадщини регіонів, постраждалих від наслідків Чорнобильської катастрофи;0;9509151.64;;;;9247704.98;;;97.25
TOTAL;2408090;"Виконання робіт у сфері поводження з радіоактивними відходами неядерного циклу, будівництво комплексу ""Вектор"" та експлуатація його об'єктів";0;670533200;;;;533649724.98;;;79.58
TOTAL;2408110;Підтримка екологічно безпечного стану у зонах відчуження і безумовного (обов'язкового) відселення;0;526191804.96;;;;522862919.07;;;99.36
TOTAL;2408120;"Підтримка у безпечному стані  блоків та об'єкта ""Укриття"" та заходи щодо зняття з експлуатації Чорнобильської АЕС";0;1517389200;;;;1517389071.22;;;99.99
TOTAL;2500000;Міністерство соціальної політики України;420511119000;420935928087.82;;;;410430826994.71;;;97.5
TOTAL;2501000;Апарат Міністерства соціальної політики України;133845995500;134718254105.79;;;;124881103129.96;;;92.69
TOTAL;2501010;Керівництво та управління у сфері соціальної політики;230383300;333748394.67;;;;308085384.64;;;92.31
TOTAL;2501090;Створення і програмно-технічне забезпечення системи інформаційно-аналітичної підтримки, інформаційно-методичне забезпечення та виготовлення бланків посвідчень і нагрудних знаків для системи соціального захисту;247472100;290149753.12;;;;227271281.63;;;78.32
TOTAL;2501220;Забезпечення інформаційної політики єдності України, розвитку національної ідентичності та спільного розвитку;0;56421900;;;;23076011.25;;;40.89
TOTAL;2501240;Здійснення страхових виплат медичним працівникам закладів охорони здоров’я та членам їх сімей внаслідок захворювання коронавірусною хворобою COVID-19, спричиненою коронавірусом SARS-CoV-2, та її наслідками;19076400;19076400;;;;1702500;;;8.92
TOTAL;2501250;Виплата особам, які мають особливі та особливі трудові заслуги перед Батьківщиною або за роботу в спеціальних умовах;1709265700;1709265700;;;;1678019552.53;;;98.17
TOTAL;2501260;Забезпечення виконання завдань і заходів із підтримки українців за кордоном та сприяння їх поверненню в Україну;0;150028700;;;;150028700;;;100
TOTAL;2501290;Забезпечення виконання рішень суду;100000000;100000000;;;;99790032.08;;;99.79
TOTAL;2501370;Розвиток системи соціальних послуг;1583185900;1583185900;;;;574573851.89;;;36.29
TOTAL;2501390;Заходи з убезпечення від наслідків збройної агресії Російської Федерації в закладах оздоровлення та відпочинку, які розташовані в західних регіонах України, дітей військовослужбовців Державної прикордонної служби України, Національної поліції України, Національної гвардії України, Державної служби України з надзвичайних ситуацій, внутрішньо переміщених осіб, осіб, які звільняються або звільнені з військової служби з числа ветеранів війни, які мають особливі заслуги перед Батьківщиною, загиблих (померлих) Захисників (Захисниць) шляхом відновлення їх фізичного, ментального та психологічного здоров'я;160000000;160000000;;;;33582805.55;;;20.98
TOTAL;2501400;Соціальний захист дітей та сім’ї;27439170700;24436315732;;;;22631132601.62;;;92.61
TOTAL;2501450;"Оздоровлення і відпочинок дітей, які потребують особливої уваги і підтримки, в дитячих оздоровчих таборах МДЦ ""Артек"", ДЦ ""Молода гвардія"" і в дитячих закладах, що містяться в Державному реєстрі майнових об’єктів оздоровлення та відпочинку дітей";448981600;448981600;;;;331162951.54;;;73.75
TOTAL;2501530;Соціальний захист громадян, які потрапили у складні життєві обставини;80801351700;86427440500;;;;83813724601.09;;;96.97
TOTAL;2501540;Підтримка малозабезпечених сімей;19709690700;17606184000;;;;14847256292.57;;;84.32
TOTAL;2501570;Виплата матеріальної допомоги військовослужбовцям, звільненим з військової строкової служби;7327700;7327700;;;;125128.12;;;1.7
TOTAL;2501630;Модернізація системи соціальної підтримки населення України;1151089700;1151089700;;;;156648894.73;;;13.6
TOTAL;2501700;Надання компенсації об'єктам державної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;38126;;;;38126;;;100
TOTAL;2501810;"Реалізація публічного інвестиційного проекту із завершення будівництва реабілітаційного комплексу по вул. Спортивній, 4 в смт Великий Любінь Городоцького р-ну Львівської обл. (""Галичина"")";239000000;239000000;;;;4884414.72;;;2.04
TOTAL;2504000;Державна служба України у справах дітей;44193300;47431028;;;;44605549.88;;;94.04
TOTAL;2504010;Керівництво та управління у сфері усиновлення та захисту прав дітей;44193300;47431028;;;;44605549.88;;;94.04
TOTAL;2506000;Пенсійний фонд України;279246924900;278146924900;;;;277725152180.96;;;99.84
TOTAL;2506080;Фінансове забезпечення виплати пенсій, надбавок та підвищень до пенсій, призначених за пенсійними програмами, та дефіциту коштів Пенсійного фонду;236926235300;241816835300;;;;241816835300;;;100
TOTAL;2506110;Виплата житлових субсидій та пільг громадянам на оплату житлово-комунальних послуг, придбання твердого та рідкого пічного побутового палива і скрапленого газу;42320689600;36330089600;;;;35908316880.96;;;98.83
TOTAL;2507000;Фонд соціального захисту осіб з інвалідністю;7226951000;7873573683.4;;;;7637170203.53;;;96.99
TOTAL;2507040;Забезпечення діяльності Фонду соціального захисту осіб з інвалідністю;201005200;209920076.72;;;;201972744.8;;;96.21
TOTAL;2507110;Соціальний захист осіб з інвалідністю;7025945800;7663653606.68;;;;7435197458.73;;;97.01
TOTAL;2509000;Національна соціальна сервісна служба України;147054300;149744370.63;;;;142795930.38;;;95.35
TOTAL;2509010;Керівництво та управління у сфері реалізації політики щодо соціального захисту населення;147054300;149744370.63;;;;142795930.38;;;95.35
TOTAL;2510000;Міністерство соціальної політики України (загальнодержавні видатки та кредитування);1845054800;2009414452;;;;1180122199.97;;;58.72
TOTAL;2511000;Міністерство соціальної політики України (загальнодержавні видатки та кредитування);1845054800;2009414452;;;;1180122199.97;;;58.72
TOTAL;2511180;Субвенція з державного бюджету місцевим бюджетам на проектні, будівельно-ремонтні роботи, придбання житла та приміщень для розвитку сімейних та інших форм виховання, наближених до сімейних, підтримку малих групових будинків та забезпечення житлом дітей-сиріт, дітей, позбавлених батьківського піклування, осіб з їх числа;12054800;12054800;;;;4127539.44;;;34.23
TOTAL;2511250;Субвенція з державного бюджету місцевим бюджетам на будівництво нового житла, реконструкцію існуючих житлових будинків та гуртожитків, а також переобладнання нежитлових приміщень у житлові для формування фондів житла тимчасового проживання;1000000000;1000000000;;;;299541270.15;;;29.95
TOTAL;2511700;Додаткова дотація з державного бюджету місцевим бюджетам на компенсацію комунальним закладам, державним закладам освіти,  що передані на фінансування з місцевих бюджетів, та закладам спільної власності територіальних громад області та району, що перебувають в управлінні обласних та районних рад;0;164359652;;;;164359400.12;;;99.99
TOTAL;2511800;Субвенція з державного бюджету місцевим бюджетам  на реалізацію публічного інвестиційного проекту із забезпечення житлом  дитячих будинків сімейного типу, дітей-сиріт та дітей, позбавлених батьківського піклування;833000000;833000000;;;;712093990.26;;;85.48
TOTAL;2600000;Міністерство з питань стратегічних галузей промисловості України;37341930200;0;;;;0;;;
TOTAL;2601000;Апарат Міністерства з питань стратегічних галузей промисловості України;37341930200;0;;;;0;;;
TOTAL;2601010;Керівництво та управління у сфері стратегічних галузей промисловості;203633600;0;;;;0;;;
TOTAL;2601030;Виконання державних цільових програм реформування та розвитку оборонно-промислового комплексу, розроблення, освоєння і впровадження нових технологій, нарощування наявних виробничих потужностей для виготовлення продукції оборонного призначення;36638296600;0;;;;0;;;
TOTAL;2601040;Надання державної фінансової підтримки підприємствам у сфері оборонно-промислового комплексу;500000000;0;;;;0;;;
TOTAL;2700000;Міністерство захисту довкілля та природних ресурсів України;10004018500;0;;;;0;;;
TOTAL;2701000;Апарат Міністерства захисту довкілля та природних ресурсів України;1456039400;0;;;;0;;;
TOTAL;2701010;Загальне керівництво та управління у сфері захисту довкілля та природних ресурсів;188122100;0;;;;0;;;
TOTAL;2701040;Наукова і науково-технічна діяльність у сфері захисту довкілля та природних ресурсів;57474000;0;;;;0;;;
TOTAL;2701090;Підвищення кваліфікації та перепідготовка кадрів у сфері екології, природних ресурсів та водного господарства, підготовка наукових та науково-педагогічних кадрів;551300;0;;;;0;;;
TOTAL;2701160;Збереження природно-заповідного фонду;1098977900;0;;;;0;;;
TOTAL;2701270;Здійснення природоохоронних заходів, зокрема з покращення стану довкілля;96500000;0;;;;0;;;
TOTAL;2701520;Забезпечення діяльності Національного центру обліку викидів парникових газів;11152200;0;;;;0;;;
TOTAL;2701530;Державна підтримка заходів, спрямованих на зменшення обсягів викидів (збільшення абсорбції) парникових газів, у тому числі на утеплення приміщень закладів соціального забезпечення, розвиток міжнародного співробітництва з питань зміни клімату;1000000;0;;;;0;;;
TOTAL;2701560;Забезпечення діяльності Національної комісії з радіаційного захисту населення України;2261900;0;;;;0;;;
TOTAL;2704000;Державна служба геології та надр України;112797900;0;;;;0;;;
TOTAL;2704010;Керівництво та управління у сфері геологічного вивчення та використання надр;112797900;0;;;;0;;;
TOTAL;2705000;Державна екологічна інспекція України;570802300;0;;;;0;;;
TOTAL;2705010;Керівництво та управління у сфері екологічного контролю;570802300;0;;;;0;;;
TOTAL;2707000;Державне агентство водних ресурсів України;4651619700;0;;;;0;;;
TOTAL;2707010;Керівництво та управління у сфері водного господарства;60213800;0;;;;0;;;
TOTAL;2707050;Експлуатація державного водогосподарського комплексу та управління водними ресурсами;4434305900;0;;;;0;;;
TOTAL;2707070;Захист від шкідливої дії вод сільських населених пунктів та сільськогосподарських угідь, в тому числі в басейні р. Тиса у Закарпатській області;137100000;0;;;;0;;;
TOTAL;2707090;Першочергове забезпечення сільських населених пунктів централізованим водопостачанням;20000000;0;;;;0;;;
TOTAL;2708000;Державне агентство України з управління зоною відчуження;2706813800;0;;;;0;;;
TOTAL;2708010;Керівництво та управління діяльністю у зоні відчуження;31797100;0;;;;0;;;
TOTAL;2708070;Радіологічний захист населення та екологічне оздоровлення території, що зазнала радіоактивного забруднення;44813600;0;;;;0;;;
