тип фонду;код;найменування коду;початковий річний план;уточнений річний план;уточнений план за період;відкрито асигнувань за період;направлено асигнувань за період;виконано за період;відхилення до уточненого плану за період;відсоток виконання до уточненого плану за період;відсоток виконання до уточненого річного плану
TOTAL;6591060;Наукова і науково-технічна діяльність у сфері агропромислового комплексу;1978096100;2306846125.92;;;;2034605103.74;;;88.19
TOTAL;6591100;"Збереження природно-заповідного фонду в біосферному заповіднику ""Асканія-Нова""";13266000;9136693.14;;;;8194543.79;;;89.68
TOTAL;6600000;Управління державної охорони України;4415873400;4495750089.12;;;;4472852456.64;;;99.49
TOTAL;6601000;Управління державної охорони України;4415873400;4495750089.12;;;;4472852456.64;;;99.49
TOTAL;6601020;Державна охорона органів державної влади та посадових осіб;4335873400;4415750089.12;;;;4392854267.64;;;99.48
TOTAL;6601030;Будівництво (придбання) житла для військовослужбовців Управління державної охорони України;80000000;80000000;;;;79998189;;;99.99
TOTAL;6610000;Фонд державного майна України;2790536600;2805246609.43;;;;616119013.07;;;21.96
TOTAL;6611000;Апарат Фонду державного майна України;2790536600;2805246609.43;;;;616119013.07;;;21.96
TOTAL;6611010;Керівництво та управління у сфері державного майна;630264400;644974409.43;;;;601169278.48;;;93.2
TOTAL;6611020;Заходи, пов'язані з проведенням приватизації державного майна;82982700;82982700;;;;9031665.45;;;10.88
TOTAL;6611040;Організація та функціонування Аграрного фонду;2826700;2826700;;;;1740853.14;;;61.58
TOTAL;6611070;Ліквідація та екологічна реабілітація території впливу гірничих робіт державного підприємства «Солотвинський солерудник» Тячівського району Закарпатської області;4635600;4635600;;;;4177216;;;90.11
TOTAL;6611090;"Здійснення заходів, пов’язаних з припиненням державних унітарних підприємств відповідно до Закону України ""Про особливості припинення державних підприємств за рішенням Фонду державного майна України""";2069827200;2069827200;;;;0;;;0
TOTAL;6620000;Служба зовнішньої розвідки України;6477361100;8941648120;;;;8904090311.56;;;99.57
TOTAL;6621000;Служба зовнішньої розвідки України;6477361100;8941648120;;;;8904090311.56;;;99.57
TOTAL;6621010;Забезпечення розвідувальної діяльності у сфері безпеки держави, спеціального захисту державних представництв за кордоном та діяльності підрозділів системи Служби зовнішньої розвідки України;6327361100;8791648120;;;;8754096815.56;;;99.57
TOTAL;6621030;Будівництво (придбання) житла для співробітників Служби зовнішньої розвідки України;150000000;150000000;;;;149993496;;;99.99
TOTAL;6640000;Адміністрація Державної служби спеціального зв'язку та захисту інформації України;55328235700;66425490066;;;;63756170068.85;;;95.98
TOTAL;6641000;Адміністрація Державної служби спеціального зв'язку та захисту інформації України;55328235700;66425490066;;;;63756170068.85;;;95.98
TOTAL;6641010;Забезпечення діяльності Державної служби спеціального зв'язку та захисту інформації України;7163738200;9759666837;;;;9741089828.12;;;99.8
TOTAL;6641020;Розвиток і модернізація державної системи спеціального зв'язку та захисту інформації;1014516000;1047243800;;;;1046682484.65;;;99.94
TOTAL;6641060;Будівництво (придбання) житла для військовослужбовців Державної служби спеціального зв'язку та захисту інформації України;50993600;108242550;;;;108242536.62;;;99.99
TOTAL;6641160;Здійснення заходів із забезпечення спеціальною технікою та обладнанням;47066369400;55286193576;;;;52650722331.56;;;95.23
TOTAL;6641170;Забезпечення функціонування Системи спеціального телерадіомовлення;32618500;32618500;;;;31353526.47;;;96.12
TOTAL;6641700;Кошти для Адміністрації Державної служби спеціального зв’язку та захисту інформації України;0;191524803;;;;178079361.43;;;92.97
TOTAL;6730000;Центральна виборча комісія;275171200;334663889.39;;;;332442955.9;;;99.33
TOTAL;6731000;Апарат Центральної виборчої комісії;275171200;334663889.39;;;;332442955.9;;;99.33
TOTAL;6731010;Керівництво та управління у сфері проведення виборів та референдумів;275171200;334663889.39;;;;332442955.9;;;99.33
TOTAL;7720000;Вінницька обласна державна адміністрація;417022700;528067158.88;;;;508933958.57;;;96.37
TOTAL;7721000;Апарат Вінницької обласної державної адміністрації;417022700;528067158.88;;;;508933958.57;;;96.37
TOTAL;7721010;Здійснення виконавчої влади у Вінницькій області;417022700;501031508.88;;;;492779258.1;;;98.35
TOTAL;7721700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;67944;;;;67942.39;;;99.99
TOTAL;7721710;Виконання робіт з поточного, капітального ремонту, реконструкції та реставрації об’єктів інфраструктури, а також житлового і громадського призначення з метою приведення їх у відповідність з вимогами щодо забезпечення безперешкодного доступу для осіб з інвалідністю та інших маломобільних груп населення;0;26967706;;;;16086758.08;;;59.65
TOTAL;7730000;Волинська обласна державна адміністрація;311619000;484556852;;;;467798097.69;;;96.54
TOTAL;7731000;Апарат Волинської обласної державної адміністрації;311619000;484556852;;;;467798097.69;;;96.54
TOTAL;7731010;Здійснення виконавчої влади у Волинській області;311619000;442896906;;;;426141909.44;;;96.21
TOTAL;7731700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;452317;;;;452313.74;;;99.99
TOTAL;7731710;Проведення аварійно-відновлювальних робіт Волинського обласного ліцею з посиленою військово-фізичною підготовкою імені Героїв Небесної Сотні;0;41207629;;;;41203874.51;;;99.99
TOTAL;7740000;Дніпропетровська обласна державна адміністрація;562455900;1915402755.11;;;;1641873718.99;;;85.71
TOTAL;7741000;Апарат Дніпропетровської обласної державної адміністрації;562455900;1915402755.11;;;;1641873718.99;;;85.71
TOTAL;7741010;Здійснення виконавчої влади у Дніпропетровській області;562455900;746284060.11;;;;717588658.2;;;96.15
TOTAL;7741700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;149650;;;;149648.26;;;99.99
TOTAL;7741710;Виконання робіт з поточного ремонту зруйнованих (пошкоджених) автомобільних доріг загального користування місцевого значення;0;361305831;;;;295129706.06;;;81.68
TOTAL;7741730;Виконання робіт з поточного, капітального ремонту, реконструкції та реставрації об’єктів інфраструктури, а також житлового і громадського призначення з метою приведення їх у відповідність з вимогами щодо забезпечення безперешкодного доступу для осіб з інвалідністю та інших маломобільних груп населення;0;109261314;;;;0;;;0
TOTAL;7741740;Здійснення заходів, пов’язаних із ліквідацією наслідків надзвичайної ситуації воєнного характеру, для відновлення об’єктів інфраструктури, пошкоджених 24.06.2025 внаслідок збройної агресії проти України;0;128220000;;;;65004876.52;;;50.69
TOTAL;7741750;Здійснення заходів, пов’язаних із зміцненням обороноздатності держави та запобіганням виникненню надзвичайних ситуацій техногенного характеру, зокрема для будівництва захисних споруд об’єктів критичної інфраструктури паливно-енергетичного сектору;0;550339900;;;;547021443.1;;;99.39
TOTAL;7741760;Придбання пально-мастильних матеріалів з метою забезпечення роботи резервних джерел живлення (генераторів)  для сталого проходження осінньо-зимового періоду 2025/26 року;0;19842000;;;;16979386.85;;;85.57
TOTAL;7750000;Донецька обласна державна адміністрація;436925500;1603709725.51;;;;1184664612.73;;;73.87
TOTAL;7751000;Апарат Донецької обласної державної адміністрації;436925500;1603709725.51;;;;1184664612.73;;;73.87
TOTAL;7751010;Здійснення виконавчої влади у Донецькій області;436925500;759345601.51;;;;677487697.79;;;89.21
TOTAL;7751700;Виконання робіт з поточного ремонту зруйнованих (пошкоджених) автомобільних доріг загального користування місцевого значення;0;258021264;;;;258021263.73;;;99.99
TOTAL;7751710;Здійснення заходів, пов’язаних із запобіганням виникненню надзвичайної ситуації техногенного характеру, для проведення ремонту аварійної ділянки Другого Донецького водопроводу;0;58295812;;;;0;;;0
TOTAL;7751720;Здійснення заходів, пов’язаних із зміцненням обороноздатності держави та запобіганням виникненню надзвичайних ситуацій техногенного характеру, зокрема для будівництва захисних споруд об’єктів критичної інфраструктури паливно-енергетичного сектору та сектору систем життєзабезпечення критичної інфраструктури (постачання теплової енергії, водопостачання та водовідведення);0;400247048;;;;121973022.85;;;30.47
TOTAL;7751730;Придбання пально-мастильних матеріалів з метою забезпечення роботи резервних джерел живлення (генераторів)  для сталого проходження осінньо-зимового періоду 2025/26 року;0;127800000;;;;127182628.36;;;99.51
TOTAL;7760000;Житомирська обласна державна адміністрація;355622100;619311110.08;;;;584355626.98;;;94.35
TOTAL;7761000;Апарат Житомирської обласної державної адміністрації;355622100;619311110.08;;;;584355626.98;;;94.35
TOTAL;7761010;Здійснення виконавчої влади у Житомирській області;355622100;445394978.08;;;;433129810.34;;;97.24
TOTAL;7761700;Виконання робіт з поточного, капітального ремонту, реконструкції та реставрації об’єктів інфраструктури, а також житлового і громадського призначення з метою приведення їх у відповідність з вимогами щодо забезпечення безперешкодного доступу для осіб з інвалідністю та інших маломобільних груп населення;0;26095503;;;;6748297.76;;;25.86
TOTAL;7761710;Надання матеріальної грошової допомоги населенню, постраждалому внаслідок надзвичайної ситуації техногенного характеру, яка виникла 02.07.2025 на території с. Березина;0;147820629;;;;144477518.88;;;97.73
TOTAL;7770000;Закарпатська обласна державна адміністрація;342540400;492815542.45;;;;463224630.03;;;93.99
TOTAL;7771000;Апарат Закарпатської обласної державної адміністрації;342540400;492815542.45;;;;463224630.03;;;93.99
TOTAL;7771010;Здійснення виконавчої влади у Закарпатській області;342540400;492054091.45;;;;462463183.27;;;93.98
TOTAL;7771700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;761451;;;;761446.76;;;99.99
TOTAL;7780000;Запорізька обласна державна адміністрація;375013100;3109809700.87;;;;2912684423.8;;;93.66
TOTAL;7781000;Апарат Запорізької обласної державної адміністрації;375013100;3109809700.87;;;;2912684423.8;;;93.66
TOTAL;7781010;Здійснення виконавчої влади у Запорізькій області;375013100;999159548.87;;;;970535514.87;;;97.13
TOTAL;7781700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;180989;;;;180988.11;;;99.99
TOTAL;7781710;Завершення будівництва військових інженерно-технічних і фортифікаційних споруд, фортифікаційного обладнання оборонних рубежів, улаштування системи невибухових загороджень;0;72879803;;;;72879802.43;;;99.99
TOTAL;7781720;Виконання робіт з експлуатаційного утримання зруйнованих (пошкоджених) автомобільних доріг загального користування місцевого значення;0;293358700;;;;292987988.14;;;99.87
TOTAL;7781730;Будівництво захисних споруд на підстанціях 150 кВ АТ «Запоріжжяобленерго»;0;630000000;;;;624207845.3;;;99.08
TOTAL;7781740;Здійснення заходів, пов’язаних із зміцненням обороноздатності держави та запобіганням виникненню надзвичайних ситуацій техногенного характеру, зокрема для будівництва захисних споруд об’єктів критичної інфраструктури паливно-енергетичного сектору та сектору систем життєзабезпечення критичної інфраструктури (постачання теплової енергії, водопостачання та водовідведення;0;688240870;;;;591545771.62;;;85.95
TOTAL;7781750;Здійснення заходів, пов’язаних із запобіганням виникненню надзвичайної ситуації техногенного характеру внаслідок порушення сталого забезпечення тепло- та водопостачання населення;0;93574790;;;;72763439.33;;;77.75
TOTAL;7781760;Придбання пально-мастильних матеріалів з метою забезпечення роботи резервних джерел живлення (генераторів)  для сталого проходження осінньо-зимового періоду 2025/26 року;0;332415000;;;;287583074;;;86.51
TOTAL;7790000;Івано-Франківська обласна державна адміністрація;364196800;409936845.99;;;;406997799.7;;;99.28
TOTAL;7791000;Апарат Івано-Франківської обласної державної адміністрації;364196800;409936845.99;;;;406997799.7;;;99.28
TOTAL;7791010;Здійснення виконавчої влади в Івано-Франківській області;364196800;409430060.99;;;;406491019.17;;;99.28
TOTAL;7791700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;506785;;;;506780.53;;;99.99
TOTAL;7800000;Київська обласна державна адміністрація;490489000;1690747408.28;;;;1461858042.5;;;86.46
TOTAL;7801000;Апарат Київської обласної державної адміністрації;490489000;1690747408.28;;;;1461858042.5;;;86.46
TOTAL;7801010;Здійснення виконавчої влади у Київській області;490489000;1282185033.28;;;;1190229621.3;;;92.82
TOTAL;7801020;Відновлення зруйнованого майна та інфраструктури;0;181650741;;;;139950364.01;;;77.04
TOTAL;7801030;Відновлення інфраструктурного об'єкта у м. Ірпінь;0;74546160;;;;40724145.17;;;54.62
TOTAL;7801700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;8498572;;;;8498568;;;99.99
TOTAL;7801710;Виконання робіт з поточного, капітального ремонту, реконструкції та реставрації об’єктів інфраструктури, а також житлового і громадського призначення з метою приведення їх у відповідність з вимогами щодо забезпечення безперешкодного доступу для осіб з інвалідністю та інших маломобільних груп населення;0;143866902;;;;82455344.02;;;57.31
TOTAL;7810000;Кіровоградська обласна державна адміністрація;323837700;401314147.61;;;;390571950.37;;;97.32
TOTAL;7811000;Апарат Кіровоградської обласної державної адміністрації;323837700;401314147.61;;;;390571950.37;;;97.32
TOTAL;7811010;Здійснення виконавчої влади у Кіровоградській області;323837700;357251755.61;;;;354019733.79;;;99.09
TOTAL;7811700;Виконання робіт з поточного, капітального ремонту, реконструкції та реставрації об’єктів інфраструктури, а також житлового і громадського призначення з метою приведення їх у відповідність з вимогами щодо забезпечення безперешкодного доступу для осіб з інвалідністю та інших маломобільних груп населення;0;44062392;;;;36552216.58;;;82.95
TOTAL;7820000;Луганська обласна державна адміністрація;255584800;362372367.03;;;;343007142.62;;;94.65
TOTAL;7821000;Апарат Луганської обласної державної адміністрації;255584800;362372367.03;;;;343007142.62;;;94.65
TOTAL;7821010;Здійснення виконавчої влади у Луганській області;255584800;362372367.03;;;;343007142.62;;;94.65
TOTAL;7830000;Львівська обласна державна адміністрація;523513100;767404962.13;;;;644187561.52;;;83.94
TOTAL;7831000;Апарат Львівської обласної державної адміністрації;523513100;767404962.13;;;;644187561.52;;;83.94
TOTAL;7831010;Здійснення виконавчої влади у Львівській області;523513100;571680402.13;;;;565407199.09;;;98.9
TOTAL;7831700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;737048;;;;737038.37;;;99.99
TOTAL;7831710;Виконання робіт з поточного, капітального ремонту, реконструкції та реставрації об’єктів інфраструктури, а також житлового і громадського призначення з метою приведення їх у відповідність з вимогами щодо забезпечення безперешкодного доступу для осіб з інвалідністю та інших маломобільних груп населення;0;194987512;;;;78043324.06;;;40.02
TOTAL;7840000;Миколаївська обласна державна адміністрація;330959900;2395308484.32;;;;2322563465.57;;;96.96
TOTAL;7841000;Апарат Миколаївської обласної державної адміністрації;330959900;2395308484.32;;;;2322563465.57;;;96.96
TOTAL;7841010;Здійснення виконавчої влади у Миколаївській області;330959900;488238198.32;;;;471578939.39;;;96.58
TOTAL;7841700;Виконання робіт з експлуатаційного утримання зруйнованих (пошкоджених) автомобільних доріг загального користування місцевого значення;0;474981700;;;;450800196.55;;;94.9
TOTAL;7841710;Здійснення заходів, пов’язаних із запобіганням виникненню надзвичайної ситуації техногенного характеру у зв’язку з припиненням теплозабезпечення на території Миколаївської області;0;1114395300;;;;1114163036.93;;;99.97
TOTAL;7841720;Здійснення заходів, пов’язаних із зміцненням обороноздатності держави та запобіганням виникненню надзвичайних ситуацій техногенного характеру, зокрема для будівництва захисних споруд об’єктів критичної інфраструктури паливно-енергетичного сектору;0;300185286;;;;270166200;;;89.99
TOTAL;7841730;Придбання пально-мастильних матеріалів з метою забезпечення роботи резервних джерел живлення (генераторів)  для сталого проходження осінньо-зимового періоду 2025/26 року;0;17508000;;;;15855092.7;;;90.55
TOTAL;7850000;Одеська обласна державна адміністрація;456124200;1486886944.1;;;;1322563080.13;;;88.94
TOTAL;7851000;Апарат Одеської обласної державної адміністрації;456124200;1486886944.1;;;;1322563080.13;;;88.94
TOTAL;7851010;Здійснення виконавчої влади в Одеській області;456124200;815221493.1;;;;709026025.12;;;86.97
TOTAL;7851700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;13735;;;;13733.05;;;99.98
TOTAL;7851710;Виконання робіт з поточного, капітального ремонту, реконструкції та реставрації об’єктів інфраструктури, а також житлового і громадського призначення з метою приведення їх у відповідність з вимогами щодо забезпечення безперешкодного доступу для осіб з інвалідністю та інших маломобільних груп населення;0;115995822;;;;57867428.2;;;49.88
TOTAL;7851720;Здійснення заходів, пов’язаних із зміцненням обороноздатності держави та запобіганням виникненню надзвичайних ситуацій техногенного характеру, зокрема для будівництва захисних споруд об’єктів критичної інфраструктури паливно-енергетичного сектору та сектору систем життєзабезпечення критичної інфраструктури (постачання теплової енергії, водопостачання та водовідведення);0;550339691;;;;550339691;;;100
TOTAL;7851730;Погашення кредиторської заборгованості з відшкодування витрат на здійснення заходів, пов’язаних із зміцненням обороноздатності держави в Одеській області у 2024 році;0;5316203;;;;5316202.76;;;99.99
TOTAL;7860000;Полтавська обласна державна адміністрація;379482000;1441598101.7;;;;1265267652.1;;;87.76
TOTAL;7861000;Апарат Полтавської обласної державної адміністрації;379482000;1441598101.7;;;;1265267652.1;;;87.76
TOTAL;7861010;Здійснення виконавчої влади у Полтавській області;379482000;596704412.7;;;;518921275.85;;;86.96
TOTAL;7861700;Виконання робіт з експлуатаційного утримання зруйнованих (пошкоджених) автомобільних доріг загального користування місцевого значення;0;145900000;;;;145900000;;;100
TOTAL;7861710;Виконання робіт з поточного, капітального ремонту, реконструкції та реставрації об’єктів інфраструктури, а також житлового і громадського призначення з метою приведення їх у відповідність з вимогами щодо забезпечення безперешкодного доступу для осіб з інвалідністю та інших маломобільних груп населення;0;145693689;;;;54026376.25;;;37.08
TOTAL;7861720;Здійснення заходів, пов’язаних із зміцненням обороноздатності держави та запобіганням виникненню надзвичайних ситуацій техногенного характеру, зокрема для будівництва захисних споруд об’єктів критичної інфраструктури паливно-енергетичного сектору;0;553300000;;;;546420000;;;98.75
TOTAL;7870000;Рівненська обласна державна адміністрація;342421800;544298976.7;;;;482369661.79;;;88.62
TOTAL;7871000;Апарат Рівненської обласної державної адміністрації;342421800;544298976.7;;;;482369661.79;;;88.62
TOTAL;7871010;Здійснення виконавчої влади у Рівненській області;342421800;465823127.7;;;;426918617.11;;;91.64
TOTAL;7871700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;221928;;;;221925.68;;;99.99
TOTAL;7871710;Виконання робіт з поточного, капітального ремонту, реконструкції та реставрації об’єктів інфраструктури, а також житлового і громадського призначення з метою приведення їх у відповідність з вимогами щодо забезпечення безперешкодного доступу для осіб з інвалідністю та інших маломобільних груп населення;0;78253921;;;;55229119;;;70.57
TOTAL;7880000;Сумська обласна державна адміністрація;362094200;2074922970.02;;;;1767585724.18;;;85.18
TOTAL;7881000;Апарат Сумської обласної державної адміністрації;362094200;2074922970.02;;;;1767585724.18;;;85.18
TOTAL;7881010;Здійснення виконавчої влади у Сумській області;362094200;579710807.02;;;;526895431;;;90.88
TOTAL;7881700;Виконання робіт з експлуатаційного утримання зруйнованих (пошкоджених) автомобільних доріг загального користування місцевого значення;0;378760000;;;;378758283.53;;;99.99
TOTAL;7881710;Завершення будівництва військових інженерно-технічних і фортифікаційних споруд, фортифікаційного обладнання оборонних рубежів, улаштування системи невибухових загороджень;0;333676353;;;;83755519.65;;;25.1
TOTAL;7881720;Здійснення заходів, пов’язаних із зміцненням обороноздатності держави та запобіганням виникненню надзвичайних ситуацій техногенного характеру, зокрема для будівництва захисних споруд об’єктів критичної інфраструктури паливно-енергетичного сектору та сектору систем життєзабезпечення критичної інфраструктури (постачання теплової енергії, водопостачання та водовідведення);0;500308810;;;;500208800;;;99.98
TOTAL;7881730;Придбання пально-мастильних матеріалів для сталого функціонування систем життєзабезпечення населення в осінньо-зимовий період;0;25008000;;;;25008000;;;100
TOTAL;7881740;Придбання пально-мастильних матеріалів з метою забезпечення роботи резервних джерел живлення (генераторів)  для сталого проходження осінньо-зимового періоду 2025/26 року;0;33264000;;;;28799820;;;86.57
TOTAL;7881750;Придбання блочно-модульних котелень з метою забезпечення сталого проходження опалювального періоду 2025/26 року;0;224195000;;;;224159870;;;99.98
TOTAL;7890000;Тернопільська обласна державна адміністрація;274758900;433599376.19;;;;374392872;;;86.34
TOTAL;7891000;Апарат Тернопільської обласної державної адміністрації;274758900;433599376.19;;;;374392872;;;86.34
TOTAL;7891010;Здійснення виконавчої влади у Тернопільській області;274758900;334985153.19;;;;328268081.58;;;97.99
TOTAL;7891700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;536734;;;;536730.31;;;99.99
TOTAL;7891710;Виконання робіт з поточного, капітального ремонту, реконструкції та реставрації об’єктів інфраструктури, а також житлового і громадського призначення з метою приведення їх у відповідність з вимогами щодо забезпечення безперешкодного доступу для осіб з інвалідністю та інших маломобільних груп населення;0;67277489;;;;27172751.9;;;40.38
TOTAL;7891720;Здійснення заходів, пов’язаних з ліквідацією  наслідків надзвичайної ситуації, що сталася  19.11.2025 внаслідок масової ракетно-дронової атаки;0;30800000;;;;18415308.21;;;59.78
TOTAL;7900000;Харківська обласна державна адміністрація;455845600;3255988882.78;;;;3109258067.23;;;95.49
TOTAL;7901000;Апарат Харківської обласної державної адміністрації;455845600;3255988882.78;;;;3109258067.23;;;95.49
TOTAL;7901010;Здійснення виконавчої влади у Харківській області;455845600;1113274765.78;;;;969117449.06;;;87.05
TOTAL;7901700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;750555;;;;750552.34;;;99.99
TOTAL;7901710;Виконання робіт з поточного ремонту та експлуатаційного утримання зруйнованих (пошкоджених) автомобільних доріг загального користування місцевого значення;0;399549910;;;;399549909.43;;;99.99
TOTAL;7901720;Завершення будівництва військових інженерно-технічних і фортифікаційних споруд, фортифікаційного обладнання оборонних рубежів, улаштування системи невибухових загороджень;0;189881318;;;;189881317.24;;;99.99
TOTAL;7901730;Здійснення заходів, пов’язаних із запобіганням виникненню надзвичайної ситуації техногенного характеру на об’єктах енергетики;0;840000000;;;;839999998.96;;;99.99
TOTAL;7901740;Здійснення заходів, пов’язаних із зміцненням обороноздатності держави та запобіганням виникненню надзвичайних ситуацій техногенного характеру, зокрема для будівництва захисних споруд об’єктів критичної інфраструктури паливно-енергетичного сектору;0;700432334;;;;700432334;;;100
TOTAL;7901750;Придбання пально-мастильних матеріалів з метою забезпечення роботи резервних джерел живлення (генераторів)  для сталого проходження осінньо-зимового періоду 2025/26 року;0;12100000;;;;9526506.2;;;78.73
TOTAL;7910000;Херсонська обласна державна адміністрація;283591500;1086741976.31;;;;1067019194.67;;;98.18
TOTAL;7911000;Апарат Херсонської обласної державної адміністрації;283591500;1086741976.31;;;;1067019194.67;;;98.18
TOTAL;7911010;Здійснення виконавчої влади у Херсонській області;283591500;520538890.31;;;;510664359.71;;;98.1
TOTAL;7911700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;208922;;;;208920.79;;;99.99
TOTAL;7911710;Виконання робіт з поточного ремонту зруйнованих (пошкоджених) автомобільних доріг загального користування місцевого значення;0;345870640;;;;336756390.17;;;97.36
TOTAL;7911720;Здійснення заходів, пов’язаних із зміцненням обороноздатності держави та запобіганням виникненню надзвичайних ситуацій техногенного характеру, зокрема для будівництва захисних споруд об’єктів критичної інфраструктури паливно-енергетичного сектору;0;200123524;;;;200123524;;;100
TOTAL;7911730;Придбання пально-мастильних матеріалів з метою забезпечення роботи резервних джерел живлення (генераторів)  для сталого проходження осінньо-зимового періоду 2025/26 року;0;20000000;;;;19266000;;;96.33
TOTAL;7920000;Хмельницька обласна державна адміністрація;287636600;375171335.75;;;;364073494.92;;;97.04
TOTAL;7921000;Апарат Хмельницької обласної державної адміністрації;287636600;375171335.75;;;;364073494.92;;;97.04
TOTAL;7921010;Здійснення виконавчої влади у Хмельницькій області;287636600;374914431.75;;;;363816593.34;;;97.03
TOTAL;7921700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;256904;;;;256901.58;;;99.99
TOTAL;7930000;Черкаська обласна державна адміністрація;299384300;390395089.59;;;;369076647.29;;;94.53
TOTAL;7931000;Апарат Черкаської обласної державної адміністрації;299384300;390395089.59;;;;369076647.29;;;94.53
TOTAL;7931010;Здійснення виконавчої влади у Черкаській області;299384300;390363648.59;;;;369045208.09;;;94.53
TOTAL;7931700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;31441;;;;31439.2;;;99.99
TOTAL;7940000;Чернівецька обласна державна адміністрація;223012800;306600010.49;;;;292443225.21;;;95.38
TOTAL;7941000;Апарат Чернівецької обласної державної адміністрації;223012800;306600010.49;;;;292443225.21;;;95.38
TOTAL;7941010;Здійснення виконавчої влади у Чернівецькій області;223012800;265472822.49;;;;262420288.83;;;98.85
TOTAL;7941700;Надання компенсації об'єктам приватної власності, у будівлях (приміщеннях) яких в умовах воєнного стану на безоплатній основі розміщувалися внутрішньо переміщені особи;0;270481;;;;270481;;;100
TOTAL;7941710;Виконання робіт з поточного, капітального ремонту, реконструкції та реставрації об’єктів інфраструктури, а також житлового і громадського призначення з метою приведення їх у відповідність з вимогами щодо забезпечення безперешкодного доступу для осіб з інвалідністю та інших маломобільних груп населення;0;40856707;;;;29752455.38;;;72.82
TOTAL;7950000;Чернігівська обласна державна адміністрація;392617700;1276174389.26;;;;1244037137.2;;;97.48
TOTAL;7951000;Апарат Чернігівської обласної державної адміністрації;392617700;1276174389.26;;;;1244037137.2;;;97.48
TOTAL;7951010;Здійснення виконавчої влади у Чернігівській області;392617700;509046414.26;;;;504350969.47;;;99.07
TOTAL;7951700;Виконання робіт з експлуатаційного утримання зруйнованих (пошкоджених) автомобільних доріг загального користування місцевого значення;0;156788365;;;;150029458.97;;;95.68
